========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1078, got 1077)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    5 (0.250%)
RTL (us):
  Mean:   2012.694    Std dev: 794.919
  Min:      59.072    Max:     9458.864
  P50:    1752.272    P95:     2797.424
  P99:    5887.600    P99.9:   8660.288
Throughput: 497 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,6648464
2,1706624
3,1955104
4,7632512
5,1637296
6,2434240
7,1441120
8,2252096
9,1511856
10,6696096
11,1915968
12,1994224
13,1525936
14,3712288
15,1347680
16,1765264
17,1486480
18,2232352
19,1462624
20,2273312
21,8544896
22,1443536
23,2511760
24,1467984
25,2736112
26,1558624
27,1702192
28,1614736
29,2300704
30,1483680
31,2439248
32,1616480
33,6457408
34,1438480
35,1418960
36,1834672
37,1448832
38,1784672
39,1796432
40,2615360
41,1490528
42,2364880
43,8271936
44,1341072
45,2319632
46,1457008
47,2554160
48,1775648
49,6530032
50,1425984
51,3078304
52,1343024
53,2110288
54,1506000
55,2813936
56,1495312
57,1713696
58,1451648
59,2501088
60,1694864
61,2516320
62,1784128
63,1427360
64,2252128
65,1551504
66,2688400
67,1509856
68,2106976
69,1313888
70,2262736
71,1235712
72,1518064
73,2790960
74,1333344
75,2798336
76,1424976
77,9458864
78,1571600
79,1889728
80,1526288
81,1149504
82,1591616
83,1170496
84,2491472
85,1346352
86,1354624
87,1682128
88,1689696
89,2431248
90,1338576
91,2261792
92,1696256
93,2345184
94,8296224
95,1409328
96,2528352
97,1407168
98,2666016
99,1474592
100,2518464
101,1172432
102,2347712
103,1385536
104,1386416
105,5656240
106,1418496
107,2528208
108,1417456
109,2269984
110,8660288
111,1423072
112,1883936
113,1400320
114,2893520
115,1435728
116,2477280
117,1452064
118,2696304
119,1383216
120,2566480
121,1460480
122,2013392
123,8446864
124,1428896
125,2327056
126,1619696
127,2500512
128,1372864
129,2372224
130,1362032
131,2765232
132,8179792
133,1411504
134,2176544
135,1470848
136,2649760
137,1469744
138,2760992
139,1443488
140,2338672
141,1228848
142,2869488
143,1325584
144,3722192
145,2867168
146,1608208
147,6804192
148,1356720
149,1768976
150,1473216
151,1361904
152,1711264
153,1699136
154,1700288
155,1581088
156,2699760
157,8224304
158,1405904
159,2626784
160,1471664
161,2682304
162,1676192
163,1556624
164,1566944
165,1372736
166,2358928
167,1299680
168,1507728
169,1551600
170,2544832
171,8335520
172,1416128
173,2385072
174,1460624
175,2283120
176,1606384
177,2330864
178,1464544
179,2501632
180,5406448
181,7350864
182,1562944
183,1517680
184,1892112
185,2656816
186,1791136
187,1976800
188,1719088
189,2481808
190,1421504
191,2266784
192,1569456
193,2583472
194,1301632
195,2398304
196,1644784
197,2578352
198,1706608
199,2027104
200,1996144
201,1865040
202,1822128
203,2716640
204,1691184
205,1863040
206,1482592
207,2440400
208,1673376
209,2633760
210,1613792
211,1764368
212,1630928
213,2838144
214,1600192
215,2659536
216,1497712
217,2467520
218,1493952
219,2272944
220,1526144
221,2643200
222,1414960
223,1695472
224,1827968
225,2461264
226,1755328
227,3357136
228,1514912
229,2612512
230,2294656
231,1470016
232,1621504
233,2770000
234,2800384
235,1767232
236,1543776
237,1761008
238,2847568
239,1459952
240,2497184
241,1459392
242,2414832
243,1439552
244,2577696
245,1453472
246,2115360
247,1706784
248,2360080
249,1708288
250,2375952
251,1447776
252,2596208
253,1486624
254,2425184
255,1622304
256,2525040
257,1464832
258,2268688
259,1586192
260,2328192
261,1545152
262,2374864
263,1689312
264,2601616
265,1407648
266,2444608
267,1537504
268,2894608
269,1597488
270,2159584
271,1570928
272,2419616
273,1411584
274,2421280
275,1611072
276,2443728
277,1457456
278,2786752
279,1387744
280,1724592
281,1406240
282,1226976
283,1757008
284,1746160
285,1924800
286,1412576
287,1463200
288,794800
289,1433568
290,1466736
291,2067760
292,1742400
293,1767920
294,1622320
295,3376608
296,1454304
297,1881504
298,1784864
299,1702528
300,1607664
301,2496816
302,1602432
303,2314320
304,1521968
305,2305792
306,1648000
307,2714256
308,1308064
309,2615488
310,1456656
311,2608672
312,1434016
313,2545152
314,1275920
315,2403088
316,1509328
317,2737600
318,1705120
319,1833744
320,1447312
321,2507600
322,1503600
323,2509232
324,1670400
325,4464544
326,1700144
327,1595888
328,2513088
329,1427312
330,1491040
331,2754272
332,2758176
333,1607008
334,2271792
335,1502272
336,2577152
337,1503600
338,1884704
339,1814000
340,2403824
341,1455312
342,2565568
343,1231824
344,2593168
345,1976048
346,2705792
347,1531216
348,1908912
349,1318928
350,2415040
