========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1002, got 1000)
WARNING: seq mismatch (expected 1002, got 1001)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    12 (0.600%)
RTL (us):
  Mean:   2353.280    Std dev: 1023.774
  Min:      31.136    Max:     11664.928
  P50:    2022.624    P95:     4112.336
  P99:    6258.240    P99.9:   9610.592
Throughput: 425 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,6129584
2,8417488
3,9382112
4,3232400
5,1752240
6,1590096
7,2990944
8,4102272
9,3032560
10,4133872
11,2317872
12,3148576
13,3951760
14,2712912
15,4244048
16,3752768
17,1858160
18,2463392
19,5695648
20,7766656
21,2469680
22,3551104
23,4638256
24,3123424
25,2324912
26,2144208
27,1865552
28,2019216
29,3065728
30,1688800
31,2532496
32,4546912
33,1708128
34,2087184
35,3716672
36,1500144
37,2589584
38,1291312
39,3032992
40,6002272
41,1581152
42,1879456
43,5269104
44,2491296
45,1431776
46,2403568
47,1477392
48,2569152
49,1388448
50,1868672
51,1741280
52,1497088
53,1825360
54,1455744
55,2183616
56,1670800
57,1757664
58,3257920
59,546208
60,3589072
61,1818672
62,2781888
63,2220080
64,3776720
65,1549488
66,2667856
67,4817536
68,1568000
69,3004816
70,6728832
71,3538256
72,6564576
73,1963568
74,3272432
75,5907328
76,2548496
77,1674512
78,1937456
79,6491504
80,2039616
81,1554304
82,1672544
83,5955888
84,6730016
85,5813728
86,9037536
87,1417920
88,3459552
89,8077824
90,1402800
91,2390832
92,4901104
93,2780656
94,1668160
95,2534800
96,4470048
97,7993616
98,3637808
99,1687680
100,6258240
101,1398144
102,2426304
103,1947440
104,1888752
105,2599744
106,2169824
107,4844256
108,2372560
109,1652784
110,2736688
111,1467920
112,1868640
113,2248656
114,1851872
115,1965984
116,3387136
117,1455152
118,2365312
119,1622448
120,1578352
121,1926912
122,3892496
123,2317936
124,1752672
125,3602640
126,2044864
127,2152608
128,1655504
129,2435056
130,2923712
131,3420896
132,3366144
133,2815776
134,1897472
135,3339312
136,2479472
137,3647296
138,2779776
139,1714256
140,3652816
141,1960384
142,1440928
143,2690368
144,1767392
145,1704528
146,1537616
147,1496336
148,3181168
149,1782000
150,1840880
151,2515168
152,3895072
153,2506368
154,1870048
155,4518480
156,1512032
157,2271648
158,1915280
159,3226912
160,2779888
161,2996288
162,4253152
163,1670048
164,2070112
165,2600816
166,1799472
167,3765728
168,2046944
169,2722768
170,7689280
171,1612832
172,2712336
173,1228128
174,1933008
175,1668976
176,2169776
177,3788816
178,1760672
179,2246864
180,1616240
181,2874896
182,3226880
183,1704864
184,2290320
185,2655328
186,1902720
187,1415696
188,2117728
189,1810736
190,4013296
191,2618224
192,1692272
193,1618288
194,1726208
195,2972624
196,1599328
197,1699200
198,2869904
199,1799936
200,1653232
201,3351024
202,2546976
203,1619968
204,2013808
205,1530368
206,1430432
207,2645568
208,2809408
209,1441344
210,2913184
211,1690512
212,1775184
213,1724592
214,2582032
215,1605808
216,1783024
217,1673200
218,2354208
219,1550288
220,2310880
221,1901600
222,2412752
223,3476240
224,1554256
225,3390512
226,3274768
227,4249248
228,1831568
229,3602384
230,2135600
231,3983328
232,4115856
233,1551456
234,2806784
235,3212544
236,1669728
237,2704192
238,3659392
239,1731616
240,2749840
241,3243600
242,1698112
243,2806880
244,3839968
245,1509792
246,2997552
247,3802064
248,1629648
249,1890512
250,1864976
251,2342128
252,1486240
253,2169024
254,1694464
255,2960080
256,1698304
257,3059296
258,1459456
259,2129632
260,1464368
261,1503040
262,4526944
263,1714448
264,1573008
265,1673600
266,2700848
267,1550064
268,2344592
269,1835168
270,2548816
271,3588224
272,1735728
273,2959840
274,3168736
275,1356336
276,2838240
277,1791232
278,2575216
279,1668048
280,1606000
281,1631264
282,3674544
283,1495248
284,1727072
285,1579472
286,2104720
287,1676544
288,2788832
289,1611776
290,1595360
291,3801264
292,1468752
293,2715952
294,1573552
295,2680224
296,2440784
297,2107536
298,1540240
299,1622144
300,1528192
301,2518752
302,3898576
303,2631536
304,1537152
305,3994816
306,3956544
307,1687472
308,2216512
309,1576672
310,2336272
311,1689712
312,2223696
313,1604944
314,1440864
315,2609856
316,2687408
317,1685280
318,2262464
319,1923136
320,3386400
321,2590944
322,1510816
323,2332160
324,4003184
325,1604416
326,2058960
327,1854288
328,2729680
329,1461136
330,2361664
331,1460640
332,3844624
333,1526080
334,1424672
335,1644880
336,2217040
337,1459776
338,1807744
339,3904528
340,1392032
341,2905968
342,3603936
343,1591680
344,2159648
345,1521920
346,2389360
347,1548864
348,2409136
349,2610480
350,1665984
351,1615632
352,1823040
353,1934688
354,2930928
355,3257152
356,2750928
357,1949776
358,1805040
359,3503792
360,2758480
361,1504080
362,1635584
363,1806064
364,2728256
365,1585232
366,3353680
367,2328528
368,1798400
369,2609504
370,1687568
371,2736560
372,1407952
373,2317232
374,1555088
375,1800288
376,1494256
377,2620912
378,1662064
379,2498032
380,1601472
381,2225696
382,1452160
383,2600704
384,4039888
385,1920384
386,2130016
387,1538064
388,2756656
389,1858848
390,3037504
391,2435872
392,1739376
393,2583632
394,3860928
395,1316384
396,2120528
397,3012096
398,1735376
399,3770352
400,1435232
401,2382896
402,1514192
403,2660064
404,1380672
405,2272064
406,1712144
407,2597648
408,1679264
409,3572144
410,2518144
411,2249120
412,3601728
413,2375152
414,2386640
415,1874896
416,1651840
417,1834512
418,1540640
419,2859408
420,4134624
421,3572288
422,3557728
423,1834320
424,2213792
425,1866192
426,2117392
427,1574656
428,2575936
429,1827968
430,1837088
431,1567408
432,3383200
433,1482048
434,1617872
435,1664544
436,2342112
437,1557856
438,1398944
439,3399520
440,1838320
441,4142912
442,2140736
443,2149968
444,1506432
445,3286656
446,2555984
447,4107568
448,1770128
449,2117984
450,1636496
451,2388992
452,1487456
453,3337344
454,3464640
455,3527584
456,1760256
457,2443536
458,1594880
459,2588336
460,1366992
461,2448688
462,1560384
463,2315536
464,4225872
465,2026928
466,1876960
467,1471840
468,2809712
469,3156912
470,1660896
471,3158064
472,1374800
473,2293424
474,3882128
475,1660576
476,2260432
477,3993200
478,4435328
479,1471104
480,1647840
481,1506704
482,2698144
483,1942736
484,2715408
485,3527856
486,1665824
487,2810416
488,1497696
489,1704096
490,1856256
491,2251872
492,1587920
493,2741968
494,3864224
495,11664928
496,1522944
497,2466448
498,1593936
499,1467456
500,1506480
501,2471440
502,1546704
503,2350608
504,2239552
505,1912560
506,1490208
507,2374976
508,4139872
509,1444928
510,2808288
511,1528000
512,2275904
513,1644992
514,4269888
515,3708736
516,2187088
517,1649376
518,2527632
519,3784000
520,1461648
521,3078672
522,1580880
523,2419088
524,1695440
525,1892016
526,1566192
527,2306960
528,3041520
529,2317872
530,3291744
531,1595632
532,1711168
533,4115568
534,2495296
535,3114672
536,2726208
537,4152448
538,3134640
539,1587856
540,1563312
541,2502016
542,2571440
543,1346256
544,2444432
545,1494880
546,2684400
547,1396800
548,4342016
549,2358976
550,1500640
551,2554656
552,1453200
553,2396224
554,1541328
555,2555328
556,3829632
557,1568384
558,2721360
559,4171520
560,1887776
561,3186000
562,2436992
563,1525856
564,2142976
565,1471504
566,1471264
567,1551152
568,1388528
569,2277392
570,3858624
571,2482272
572,3337888
573,2571968
574,2356816
575,1543232
576,1457760
577,2071984
578,2302448
579,1784320
580,4399264
581,3808064
582,4322960
583,3654224
584,1627040
585,2496752
586,1536064
587,2280176
588,4112336
589,3863232
590,4116064
591,1851008
592,1871680
593,1675744
594,2897568
595,3801936
596,3592688
597,6580672
598,1712400
599,1357152
600,2837504
