========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Baseline mode (no stressors) for 60 seconds...

Baseline period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1198
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 240.934 us
  Min: 149.984 us
  Max: 1770.544 us
Jitter:
  Mean: 1571.510 us
  Max: 4587.696 us
Response time:
  Mean: 1812.444 us
  Min: 1392.768 us
  Max: 4743.504 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 404256   8220  28480    0    0   119     7   89   51  6 14 80  0  0
 0  0      0 404256   8220  28476    0    0     0     0   14   17  0  0 100  0  0
 0  0      0 404256   8220  28476    0    0     0     0   14   14  0  0 100  0  0
 1  0      0 404256   8220  28476    0    0     0     0   18   18  0  0 100  0  0
 0  0      0 404256   8220  28476    0    0     0   100   22   20  0  1 100  0  0
 0  0      0 404256   8228  28476    0    0     0    72   32   35  0  1 97  3  0
 1  0      0 404256   8228  28476    0    0     0     0   17   19  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   17  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   15  0  0 99  0  0
 0  0      0 404256   8228  28476    0    0     0     0   14   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   19   25  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0    8   10  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   16   25  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   17   23  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   17   18  0  0 100  0  0
 1  0      0 404256   8228  28476    0    0     0     0   13   13  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   14   22  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   13  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   14   19  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   16  0  0 99  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   18  0  0 100  0  0
 1  0      0 404256   8228  28476    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   17  0  0 100  0  0
 1  0      0 404256   8228  28476    0    0     0     0   17   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   15  0  0 100  0  0
 1  0      0 404256   8228  28476    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0    64   21   18  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   18   22  0  0 99  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   15   16  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   14   17  0  1 100  0  0
 2  0      0 404256   8228  28476    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 404256   8228  28476    0    0     0     0   13   20  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   12   15  0  0 100  0  0
 1  0      0 404256   8228  28480    0    0     0     0   15   16  0  1 99  0  0
 0  0      0 404256   8228  28480    0    0     0     0   16   17  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   19   21  0  0 99  0  0
 0  0      0 404256   8228  28480    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   11   13  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   16   19  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   15   19  0  0 100  0  0
 1  0      0 404256   8228  28480    0    0     0     0   10   13  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   13   18  0  0 100  0  0
 0  0      0 404256   8228  28480    0    0     0     0   25   26  0  1 99  0  0
 0  0      0 404256   8228  28480    0    0     0     0   38   42  1  1 98  0  0
 0  0      0 404256   8228  28480    0    0     0     0   35   36  0  2 98  0  0
 1  0      0 404256   8228  28480    0    0     0     0   30   41  0  1 99  0  0
 0  0      0 404256   8228  28480    0    0     0     0   31   36  0  1 99  0  0
===VMSTAT_END===
