========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Baseline mode (no stressors) for 60 seconds...

Baseline period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1197
Deadline misses: 1 (0.08%)
Execution time:
  Mean: 320.931 us
  Min: 150.000 us
  Max: 1991.024 us
Jitter:
  Mean: 1865.734 us
  Max: 11423.552 us
Response time:
  Mean: 2186.664 us
  Min: 1301.088 us
  Max: 11616.032 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 409448   2740  28392    0    0   392    19  251  161 21 46 32  1  0
 1  0      0 407468   4768  28404    0    0  2028     0  830  195  1 36 61  3  0
 2  0      0 405980   6244  28400    0    0  1476     0 1040  174  0 40 58  2  0
 0  0      0 404368   7832  28420    0    0  1588     0  809  112  0 32 66  2  0
 0  0      0 404368   7832  28420    0    0     0     0   15   16  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   15   16  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0    52   28   35  0  1 99  1  0
 0  0      0 404368   7832  28420    0    0     0     0   14   12  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   17   21  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   14   12  0  0 99  0  0
 0  0      0 404368   7832  28420    0    0     0     0   20   26  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   17  0  0 99  0  0
 0  0      0 404368   7832  28420    0    0     0     0   19   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   15   19  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   11   14  0  0 100  0  0
 1  0      0 404368   7832  28420    0    0     0     0   22   20  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0   188   31   24  1  1 99  0  0
 0  0      0 404368   7832  28420    0    0     0     0   15   19  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   14   17  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   17  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   17  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   20   21  0  1 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   16   17  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   14   19  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   15   14  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   12   15  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   22  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   14   17  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   20   22  0  0 100  0  0
 1  0      0 404368   7832  28420    0    0     0     0   18   18  0  0 99  0  0
 0  0      0 404368   7832  28420    0    0     0     0    9   13  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   14   15  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   22  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   13   13  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   16   15  0  0 100  0  0
 0  0      0 404368   7832  28420    0    0     0     0   18   21  0  0 100  0  0
 1  0      0 404368   7832  28420    0    0     0     0   16   13  0  1 99  0  0
 1  0      0 404368   7832  28420    0    0     0     0   16   19  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   13   14  0  0 99  0  0
 0  0      0 404368   7832  28424    0    0     0     0   16   23  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   17   19  0  1 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   18   20  0  0 99  0  0
 0  0      0 404368   7832  28424    0    0     0     0   16   17  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   15   18  0  0 100  0  0
 2  0      0 404368   7832  28424    0    0     0     0   11   16  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   15   23  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   11   12  0  0 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   25   27  0  1 100  0  0
 0  0      0 404368   7832  28424    0    0     0     0   26   33  0  0 99  0  0
 0  0      0 404368   7832  28424    0    0     0     0   28   41  0  1 100  0  0
 0  0      0 403996   8216  28424    0    0   384     0  103   59  1  3 95  1  0
 0  0      0 403996   8216  28424    0    0     0     0   38   32  0  2 98  0  0
 0  0      0 403996   8216  28424    0    0     0     0   36   40  1  1 98  0  0
 0  0      0 403996   8216  28424    0    0     0     0   33   42  1  1 99  0  0
 0  0      0 403996   8216  28424    0    0     0     0   25   33  1  0 99  0  0
===VMSTAT_END===
