========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1075, got 1074)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    16 (0.800%)
RTL (us):
  Mean:   2249.052    Std dev: 1034.992
  Min:      86.240    Max:     11451.808
  P50:    1874.992    P95:     4266.480
  P99:    6396.144    P99.9:   9938.000
Throughput: 445 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,11451808
2,5492672
3,1917808
4,2081696
5,1975696
6,6393920
7,1605632
8,2141488
9,4187504
10,4151248
11,1542336
12,2355392
13,5185712
14,2799360
15,1672944
16,1943808
17,4949904
18,1478656
19,1654160
20,1771344
21,1872832
22,4263920
23,1402608
24,2814704
25,1537664
26,2349696
27,3892320
28,1589360
29,2439120
30,1618416
31,2178032
32,2058096
33,1817488
34,1432512
35,1395296
36,2498544
37,1515744
38,2633520
39,2528816
40,1519360
41,1387008
42,1640288
43,1584288
44,6170800
45,1424192
46,2457120
47,1274416
48,2303808
49,1563776
50,2628432
51,1458752
52,2810464
53,1434928
54,1300416
55,1316896
56,3380784
57,4776832
58,1259568
59,1549168
60,1674720
61,8956112
62,6403632
63,4224656
64,1794448
65,1715360
66,4120640
67,1662080
68,2368160
69,1676032
70,6673040
71,3338560
72,4986464
73,1367024
74,1843376
75,8186928
76,3912144
77,1519888
78,1661024
79,1940704
80,4399808
81,1437552
82,1974992
83,8671712
84,1302240
85,2618528
86,1795552
87,1964512
88,1617968
89,3276336
90,1713776
91,3697344
92,9938000
93,3664080
94,4916480
95,1285728
96,1514560
97,1302928
98,8960144
99,2613184
100,4568592
101,1565024
102,2326000
103,1461696
104,1248992
105,3175504
106,1395952
107,2210912
108,2744064
109,6270896
110,1473008
111,3059120
112,2625088
113,1673344
114,1971872
115,1580464
116,1470448
117,5509984
118,1647008
119,2086656
120,1658960
121,3133456
122,1591744
123,1790240
124,1608064
125,1856528
126,2162736
127,1805392
128,1379312
129,1598736
130,2505376
131,3295968
132,3381696
133,1460128
134,2455552
135,2082912
136,2191328
137,5132240
138,3405440
139,1430352
140,1724560
141,1520352
142,2460768
143,2319216
144,1719472
145,1513168
146,2461008
147,3095664
148,5183888
149,2402080
150,3144816
151,2959056
152,1524736
153,1674752
154,2338480
155,1720080
156,1546944
157,2317440
158,1998912
159,2351488
160,3525424
161,1713584
162,2732512
163,1304000
164,2440128
165,1609888
166,2325216
167,2171120
168,1702432
169,4348320
170,1578240
171,2925296
172,2971520
173,2531440
174,2441680
175,1248064
176,1901824
177,1495984
178,2487600
179,1393072
180,1404256
181,2458784
182,1501696
183,3978032
184,6351888
185,1339520
186,1878096
187,1404880
188,2303952
189,1474176
190,2549072
191,1578720
192,2988112
193,3105232
194,2383872
195,1787376
196,2580416
197,2173328
198,3106624
199,1455072
200,1456768
201,5466032
202,3836688
203,1613168
204,2550944
205,2434240
206,2014272
207,1466448
208,1509600
209,1516736
210,3725952
211,3570816
212,3305808
213,1709392
214,2643088
215,1741904
216,1566720
217,1621920
218,1656112
219,2284352
220,1689184
221,4981232
222,1867024
223,3705376
224,2197936
225,1471856
226,2605504
227,4920368
228,1704992
229,2217680
230,1732576
231,3105616
232,1941216
233,1683360
234,2508464
235,1734048
236,2274736
237,1596880
238,2267568
239,2709472
240,1728112
241,1717632
242,1859344
243,1457696
244,2460656
245,1749120
246,2268144
247,1567936
248,2400000
249,2762976
250,2215792
251,3063888
252,2663072
253,3467008
254,2685888
255,3847984
256,1739760
257,2052960
258,1589520
259,1980576
260,1563072
261,2379152
262,1574352
263,2470864
264,1505792
265,2170144
266,1721600
267,2527200
268,1645664
269,2273648
270,1563632
271,2237664
272,1519488
273,2356112
274,1587952
275,2377936
276,1512624
277,2512048
278,1652784
279,2473408
280,4136832
281,1678688
282,2718048
283,1656512
284,1670896
285,1684864
286,2274224
287,1651920
288,2796480
289,1570496
290,2969680
291,1591440
292,1574160
293,1495968
294,2123856
295,1645584
296,2221168
297,2634672
298,2783504
299,1548816
300,1268432
301,1806224
302,6501072
303,3685824
304,1774528
305,2534192
306,1480768
307,2677968
308,1428720
309,1652624
310,1844112
311,2510768
312,1777392
313,1926944
314,1769360
315,2994016
316,1556464
317,2045344
318,1698928
319,2038512
320,1959328
321,1933328
322,1778112
323,3246256
324,1751200
325,2084464
326,1450928
327,1869536
328,3992736
329,1552768
330,2254544
331,1551952
332,2311376
333,1780368
334,2823696
335,1608800
336,2040304
337,1533520
338,2477104
339,1542352
340,2257568
341,4405024
342,1643184
343,1807616
344,1357088
345,1572800
346,2379328
347,3008272
348,1624368
349,2571104
350,1568304
