========================================
Signal Sender Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer: START: 15;5;20

Running workload signal period for 15 seconds...

Workload signal period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 135452  13724  33564    0    0    25    40  552  721 10 86  3  1  0
 9  0      0 135332  13724  33564    0    0     0     0 1267 1684 10 90  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1263 1761  6 94  0  0  0
 9  0      0 135332  13724  33564    0    0     0     0 1244 1684  6 94  0  0  0
 9  0      0 135332  13724  33564    0    0     0     0 1246 1740  8 92  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1244 1770  8 92  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1243 1668  7 93  0  1  0
 8  0      0 135332  13724  33564    0    0     0     0 1240 1714  6 93  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1250 1697  5 94  0  1  0
 8  0      0 135332  13724  33564    0    0     0     0 1248 1724  7 93  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1254 1713  7 93  0  1  0
 8  0      0 135332  13724  33564    0    0     0     0 1261 1718  7 92  0  1  0
 9  0      0 135332  13724  33564    0    0     0     0 1240 1765  8 92  0  0  0
 8  0      0 135332  13724  33564    0    0     0     0 1253 1749  8 91  0  1  0
 8  0      0 135332  13724  33564    0    0     0     0 1246 1700  7 93  0  1  0
 5  4      0 135332  13724  33564    0    0     0     0 1030 1324  6 93  0  2  0
 2  7      0 135332  13724  33564    0    0     0     0  606  575  6 84  0 10  0
===VMSTAT_END===
========== SPEEDOMETER RT APPLICATION RESULTS ==========
Test Configuration:
Period: 50.000 ms
Deadline: 5.000 ms
RT Priority: 99 (SCHED_FIFO)
Execution Statistics:
Total cycles: 300
Deadline misses: 0 (0.000%)
Execution Time (μs):
Mean: 309.626
Min: 153.408
Max: 1859.408
50th percentile: 229.344
95th percentile: 1332.448
99th percentile: 1575.248
99.9th percentile: 1859.408
Jitter (μs):
Mean: 2197.469
Min: 1407.296
Max: 4383.680
Response Time (μs):
Mean: 2507.095
Min: 1588.336
Max: 4586.864
50th percentile: 2375.536
95th percentile: 3864.848
99th percentile: 4373.072
99.9th percentile: 4586.864
========================================================
===VMSTAT_START===
(no vmstat data captured)
===VMSTAT_END===
===CSV_START===
cycle,timestamp_s,execution_time_us,jitter_us,response_time_us,deadline_miss
1,0.052292,219.280,2292.176,2511.456,0
2,0.102284,192.400,2283.968,2476.368,0
3,0.151837,308.016,1836.608,2144.624,0
4,0.203280,314.384,3279.840,3594.224,0
5,0.252421,1571.808,2420.992,3992.800,0
6,0.302045,163.872,2044.992,2208.864,0
7,0.352260,233.328,2260.160,2493.488,0
8,0.402018,282.480,2017.504,2299.984,0
9,0.452372,260.176,2372.112,2632.288,0
10,0.502216,155.568,2216.112,2371.680,0
11,0.552301,286.880,2300.752,2587.632,0
12,0.602101,197.792,2100.736,2298.528,0
13,0.652230,172.560,2230.240,2402.800,0
14,0.702144,226.160,2144.112,2370.272,0
15,0.752150,238.928,2150.352,2389.280,0
16,0.802094,158.368,2094.192,2252.560,0
17,0.852538,1261.120,2537.504,3798.624,0
18,0.902087,177.824,2086.928,2264.752,0
19,0.952229,209.184,2229.344,2438.528,0
20,1.002257,326.336,2257.104,2583.440,0
21,1.052089,265.088,2088.528,2353.616,0
22,1.102118,237.520,2118.336,2355.856,0
23,1.151850,216.992,1850.384,2067.376,0
24,1.202079,216.288,2078.912,2295.200,0
25,1.252065,219.392,2064.608,2284.000,0
26,1.302077,207.152,2077.344,2284.496,0
27,1.351916,191.056,1915.952,2107.008,0
28,1.402898,180.448,2898.192,3078.640,0
29,1.452338,189.872,2337.904,2527.776,0
30,1.502139,232.304,2138.720,2371.024,0
31,1.552109,198.304,2109.216,2307.520,0
32,1.601913,163.968,1913.424,2077.392,0
33,1.652323,1541.680,2323.168,3864.848,0
34,1.702096,154.464,2095.552,2250.016,0
35,1.752392,192.112,2392.176,2584.288,0
36,1.802203,289.584,2202.944,2492.528,0
37,1.852309,198.752,2308.640,2507.392,0
38,1.902159,202.528,2158.976,2361.504,0
39,1.952159,257.680,2159.488,2417.168,0
40,2.001881,157.392,1880.880,2038.272,0
41,2.051498,260.720,1497.728,1758.448,0
42,2.101883,179.456,1882.608,2062.064,0
43,2.152058,158.192,2057.968,2216.160,0
44,2.202294,163.856,2293.888,2457.744,0
45,2.252362,209.344,2361.936,2571.280,0
46,2.303154,210.032,3154.000,3364.032,0
47,2.352179,229.344,2178.976,2408.320,0
48,2.401845,167.936,1844.704,2012.640,0
49,2.452122,263.952,2121.936,2385.888,0
50,2.502060,226.656,2060.016,2286.672,0
51,2.552329,231.632,2328.656,2560.288,0
52,2.602040,178.176,2039.568,2217.744,0
53,2.652271,205.408,2271.264,2476.672,0
54,2.702198,235.104,2197.648,2432.752,0
55,2.752136,200.448,2135.552,2336.000,0
56,2.802057,156.240,2056.768,2213.008,0
57,2.852293,268.720,2292.512,2561.232,0
58,2.902074,323.488,2073.888,2397.376,0
59,2.952326,264.960,2325.968,2590.928,0
60,3.001965,154.224,1965.216,2119.440,0
61,3.052348,201.952,2348.144,2550.096,0
62,3.102092,231.824,2091.840,2323.664,0
63,3.151832,275.136,1831.952,2107.088,0
64,3.203095,202.848,3095.360,3298.208,0
65,3.252061,280.960,2060.512,2341.472,0
66,3.302114,233.008,2114.352,2347.360,0
67,3.352137,421.216,2137.184,2558.400,0
68,3.401912,225.616,1911.680,2137.296,0
69,3.452154,217.344,2153.504,2370.848,0
70,3.502198,181.792,2198.448,2380.240,0
71,3.552139,290.992,2138.640,2429.632,0
72,3.601863,218.128,1862.704,2080.832,0
73,3.652141,198.528,2141.104,2339.632,0
74,3.702339,227.232,2339.056,2566.288,0
75,3.752357,1731.600,2357.408,4089.008,0
76,3.802093,263.760,2092.544,2356.304,0
77,3.851947,164.528,1947.424,2111.952,0
78,3.901878,195.424,1877.792,2073.216,0
79,3.951904,262.912,1904.160,2167.072,0
80,4.002068,155.408,2068.272,2223.680,0
81,4.052296,251.168,2296.000,2547.168,0
82,4.102044,180.656,2043.968,2224.624,0
83,4.152024,261.680,2023.504,2285.184,0
84,4.202049,154.208,2049.152,2203.360,0
85,4.252122,235.008,2122.080,2357.088,0
86,4.302069,161.872,2069.424,2231.296,0
87,4.352066,381.184,2065.600,2446.784,0
88,4.402049,289.088,2048.752,2337.840,0
89,4.452150,247.184,2149.792,2396.976,0
90,4.502060,250.928,2059.904,2310.832,0
91,4.552124,215.328,2123.984,2339.312,0
92,4.602239,166.496,2239.136,2405.632,0
93,4.652421,276.448,2420.688,2697.136,0
94,4.701985,183.888,1984.512,2168.400,0
95,4.752333,251.920,2333.392,2585.312,0
96,4.802109,279.808,2109.056,2388.864,0
97,4.851917,200.176,1916.944,2117.120,0
98,4.902008,179.408,2008.160,2187.568,0
99,4.952261,307.424,2260.544,2567.968,0
100,5.002150,260.512,2149.760,2410.272,0
101,5.052162,354.416,2161.904,2516.320,0
102,5.101959,310.624,1958.960,2269.584,0
103,5.152118,216.288,2118.496,2334.784,0
104,5.202133,456.288,2132.960,2589.248,0
105,5.252338,263.536,2338.448,2601.984,0
106,5.301981,222.864,1980.720,2203.584,0
107,5.352243,180.976,2243.040,2424.016,0
108,5.402053,218.976,2053.056,2272.032,0
109,5.452133,206.928,2133.088,2340.016,0
110,5.502149,217.216,2148.976,2366.192,0
111,5.552168,164.880,2167.696,2332.576,0
112,5.602234,211.296,2234.464,2445.760,0
113,5.652332,231.376,2332.448,2563.824,0
114,5.702060,164.032,2059.696,2223.728,0
115,5.751662,278.736,1662.432,1941.168,0
116,5.803265,182.704,3265.488,3448.192,0
117,5.852309,168.368,2309.168,2477.536,0
118,5.902101,221.632,2100.864,2322.496,0
119,5.952252,224.608,2252.096,2476.704,0
120,6.002051,256.192,2051.040,2307.232,0
121,6.052127,239.072,2127.344,2366.416,0
122,6.102218,176.176,2218.336,2394.512,0
123,6.152316,170.448,2315.776,2486.224,0
124,6.202102,153.408,2101.808,2255.216,0
125,6.252288,267.344,2288.032,2555.376,0
126,6.302093,179.248,2092.656,2271.904,0
127,6.352145,331.984,2145.200,2477.184,0
128,6.402098,264.944,2097.632,2362.576,0
129,6.452144,180.000,2144.400,2324.400,0
130,6.502088,196.864,2087.648,2284.512,0
131,6.552193,211.504,2193.136,2404.640,0
132,6.602281,154.576,2280.624,2435.200,0
133,6.652256,195.984,2255.744,2451.728,0
134,6.702215,275.840,2215.376,2491.216,0
135,6.751919,317.808,1918.928,2236.736,0
136,6.802063,189.952,2062.960,2252.912,0
137,6.852384,1384.128,2383.664,3767.792,0
138,6.902245,192.736,2244.752,2437.488,0
139,6.952306,1509.968,2305.504,3815.472,0
140,7.001845,157.120,1844.960,2002.080,0
141,7.052228,264.464,2227.824,2492.288,0
142,7.102054,375.040,2053.952,2428.992,0
143,7.152076,162.128,2076.400,2238.528,0
144,7.202079,201.520,2079.376,2280.896,0
145,7.252225,261.168,2225.264,2486.432,0
146,7.302116,235.744,2116.464,2352.208,0
147,7.352514,1859.408,2513.664,4373.072,0
148,7.402207,297.872,2207.040,2504.912,0
149,7.452076,243.584,2075.680,2319.264,0
150,7.502003,248.048,2003.440,2251.488,0
151,7.552159,228.816,2158.720,2387.536,0
152,7.601459,280.160,1459.120,1739.280,0
153,7.652360,1566.240,2360.368,3926.608,0
154,7.702141,208.176,2141.424,2349.600,0
155,7.752791,305.344,2790.976,3096.320,0
156,7.802292,227.920,2292.016,2519.936,0
157,7.852188,213.600,2188.352,2401.952,0
158,7.902166,216.976,2165.504,2382.480,0
159,7.952304,237.808,2304.480,2542.288,0
160,8.002094,249.488,2093.648,2343.136,0
161,8.052306,226.976,2305.744,2532.720,0
162,8.101911,193.488,1911.456,2104.944,0
163,8.151890,192.592,1890.304,2082.896,0
164,8.203160,200.064,3159.664,3359.728,0
165,8.252387,220.016,2386.944,2606.960,0
166,8.302147,224.624,2146.816,2371.440,0
167,8.352187,225.360,2187.120,2412.480,0
168,8.401896,263.952,1895.696,2159.648,0
169,8.452500,1439.952,2499.744,3939.696,0
170,8.502165,230.048,2164.816,2394.864,0
171,8.552302,198.464,2302.064,2500.528,0
172,8.602094,255.680,2094.368,2350.048,0
173,8.652150,225.664,2149.872,2375.536,0
174,8.701886,238.928,1886.288,2125.216,0
175,8.752603,307.440,2602.896,2910.336,0
176,8.802285,215.504,2284.704,2500.208,0
177,8.852239,234.416,2238.992,2473.408,0
178,8.902103,266.464,2103.392,2369.856,0
179,8.952400,1515.616,2399.856,3915.472,0
180,9.002162,220.256,2161.840,2382.096,0
181,9.052229,193.664,2228.688,2422.352,0
182,9.102101,297.072,2101.024,2398.096,0
183,9.152052,261.072,2052.240,2313.312,0
184,9.202090,286.480,2089.584,2376.064,0
185,9.252734,303.744,2734.288,3038.032,0
186,9.302156,338.672,2156.192,2494.864,0
187,9.352388,203.792,2387.984,2591.776,0
188,9.402140,212.720,2139.696,2352.416,0
189,9.452193,227.760,2193.232,2420.992,0
190,9.502216,249.344,2215.792,2465.136,0
191,9.551973,243.120,1973.056,2216.176,0
192,9.602030,200.560,2029.872,2230.432,0
193,9.652024,295.136,2024.272,2319.408,0
194,9.702273,248.480,2272.896,2521.376,0
195,9.752109,244.400,2109.232,2353.632,0
196,9.802286,274.544,2286.096,2560.640,0
197,9.852599,1457.680,2599.024,4056.704,0
198,9.901407,181.040,1407.296,1588.336,0
199,9.952164,238.528,2163.520,2402.048,0
200,10.002292,175.968,2291.856,2467.824,0
201,10.052267,209.040,2267.024,2476.064,0
202,10.102154,217.104,2154.464,2371.568,0
203,10.152199,161.264,2198.848,2360.112,0
204,10.202230,176.032,2229.984,2406.016,0
205,10.252201,193.616,2200.576,2394.192,0
206,10.302061,188.032,2061.440,2249.472,0
207,10.352133,301.200,2133.408,2434.608,0
208,10.401975,277.184,1975.168,2252.352,0
209,10.452149,258.704,2148.592,2407.296,0
210,10.502040,220.080,2039.680,2259.760,0
211,10.552528,1457.408,2527.984,3985.392,0
212,10.602045,301.824,2044.624,2346.448,0
213,10.652085,278.848,2084.560,2363.408,0
214,10.702063,345.152,2063.472,2408.624,0
215,10.752046,234.896,2046.016,2280.912,0
216,10.802181,212.880,2180.688,2393.568,0
217,10.852418,1332.448,2418.000,3750.448,0
218,10.902058,243.904,2057.712,2301.616,0
219,10.952373,1240.592,2372.720,3613.312,0
220,11.002217,191.744,2216.896,2408.640,0
221,11.052176,161.056,2175.696,2336.752,0
222,11.102114,229.392,2113.744,2343.136,0
223,11.152284,223.280,2284.368,2507.648,0
224,11.201956,169.472,1956.320,2125.792,0
225,11.252048,242.448,2048.240,2290.688,0
226,11.302284,220.752,2284.336,2505.088,0
227,11.352181,287.328,2181.072,2468.400,0
228,11.402200,306.752,2199.632,2506.384,0
229,11.452008,170.736,2008.304,2179.040,0
230,11.504384,203.184,4383.680,4586.864,0
231,11.552068,282.320,2067.824,2350.144,0
232,11.601891,245.904,1890.528,2136.432,0
233,11.652058,295.616,2058.096,2353.712,0
234,11.702098,300.912,2098.032,2398.944,0
235,11.752058,277.888,2057.552,2335.440,0
236,11.802079,230.400,2078.560,2308.960,0
237,11.852584,1488.928,2584.480,4073.408,0
238,11.902208,312.240,2208.288,2520.528,0
239,11.952115,263.952,2115.008,2378.960,0
240,12.002236,464.976,2236.176,2701.152,0
241,12.052324,244.304,2323.632,2567.936,0
242,12.102111,256.288,2110.592,2366.880,0
243,12.152127,253.664,2127.424,2381.088,0
244,12.202162,252.624,2161.600,2414.224,0
245,12.252057,223.984,2057.376,2281.360,0
246,12.302160,212.576,2159.952,2372.528,0
247,12.351967,196.576,1966.656,2163.232,0
248,12.402132,376.816,2132.192,2509.008,0
249,12.452347,198.592,2347.280,2545.872,0
250,12.502090,270.192,2090.032,2360.224,0
251,12.552129,233.792,2129.184,2362.976,0
252,12.602090,162.288,2089.536,2251.824,0
253,12.652223,171.776,2223.104,2394.880,0
254,12.702133,198.240,2132.736,2330.976,0
255,12.752418,1316.208,2418.416,3734.624,0
256,12.803298,273.600,3298.064,3571.664,0
257,12.852138,179.392,2137.968,2317.360,0
258,12.902242,203.888,2241.648,2445.536,0
259,12.952543,1424.336,2542.784,3967.120,0
260,13.002129,201.584,2129.376,2330.960,0
261,13.051860,222.080,1860.128,2082.208,0
262,13.103967,163.088,3967.328,4130.416,0
263,13.154212,294.832,4211.872,4506.704,0
264,13.201908,185.040,1907.712,2092.752,0
265,13.252525,995.712,2524.640,3520.352,0
266,13.302269,205.888,2269.024,2474.912,0
267,13.352073,177.248,2072.560,2249.808,0
268,13.402048,281.968,2048.448,2330.416,0
269,13.452134,235.536,2134.096,2369.632,0
270,13.502235,235.104,2234.544,2469.648,0
271,13.552381,1575.248,2381.392,3956.640,0
272,13.602071,292.480,2071.120,2363.600,0
273,13.652019,314.752,2018.784,2333.536,0
274,13.702057,244.192,2057.392,2301.584,0
275,13.751960,180.448,1960.352,2140.800,0
276,13.803086,245.184,3085.632,3330.816,0
277,13.852075,268.656,2075.168,2343.824,0
278,13.902305,221.360,2305.424,2526.784,0
279,13.952082,228.016,2082.368,2310.384,0
280,14.002391,224.576,2391.216,2615.792,0
281,14.052285,169.056,2284.864,2453.920,0
282,14.102143,205.488,2142.720,2348.208,0
283,14.152108,195.824,2108.288,2304.112,0
284,14.202134,251.472,2133.792,2385.264,0
285,14.252064,277.328,2064.368,2341.696,0
286,14.302170,201.408,2169.600,2371.008,0
287,14.352201,227.504,2200.816,2428.320,0
288,14.401939,173.632,1938.704,2112.336,0
289,14.452116,251.120,2115.536,2366.656,0
290,14.501908,192.256,1907.856,2100.112,0
291,14.552067,285.728,2066.944,2352.672,0
292,14.603042,178.512,3041.792,3220.304,0
293,14.652299,221.088,2298.736,2519.824,0
294,14.701974,161.920,1974.096,2136.016,0
295,14.751891,275.152,1890.576,2165.728,0
296,14.802266,252.448,2266.208,2518.656,0
