========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 523, got 522)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    10 (0.500%)
RTL (us):
  Mean:   2045.983    Std dev: 787.375
  Min:      43.104    Max:     8714.464
  P50:    1764.448    P95:     2963.584
  P99:    4880.096    P99.9:   8689.472
Throughput: 489 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,1520032
2,2039552
3,1550928
4,2090928
5,1563344
6,2551472
7,1495232
8,2749872
9,1487280
10,2167696
11,1596480
12,2442592
13,1349904
14,2459520
15,8224640
16,1616736
17,1853200
18,1571392
19,2476672
20,1419200
21,1474064
22,1866368
23,1796816
24,1807920
25,1875680
26,3749120
27,2689600
28,4329552
29,1344864
30,3688096
31,2775296
32,8666272
33,3359552
34,1696416
35,1924368
36,1576304
37,2349552
38,1482976
39,6909984
40,1381984
41,2422272
42,1565600
43,2520016
44,1453056
45,2444224
46,1268128
47,2347312
48,1484528
49,1391104
50,1590736
51,1328784
52,2513184
53,8714464
54,1592608
55,1892016
56,1376976
57,2522784
58,1547072
59,2342880
60,1397136
61,2901488
62,1530192
63,6284784
64,1619952
65,1791936
66,1323904
67,1534816
68,1714416
69,1538512
70,2633552
71,3689424
72,1525808
73,2079616
74,1656688
75,2702896
76,1560096
77,6481504
78,1556400
79,2717360
80,1316016
81,2469632
82,1424288
83,2534864
84,1497200
85,2500144
86,1488416
87,2169616
88,1579440
89,2273792
90,1651104
91,2496624
92,8271360
93,1324608
94,3134320
95,1398160
96,1791472
97,1514608
98,2514512
99,8256416
100,1619184
101,2400608
102,1578832
103,2595200
104,1428208
105,1933856
106,1627696
107,2199888
108,1618048
109,2248368
110,4880096
111,1568848
112,2144896
113,1598848
114,2633824
115,1528192
116,2465008
117,1484416
118,2001856
119,1541504
120,2462768
121,1453776
122,2289808
123,1729280
124,2487744
125,1504016
126,2262112
127,8689472
128,1493248
129,1845024
130,1613760
131,2557872
132,1489584
133,2822064
134,8123104
135,1485088
136,2330000
137,1493216
138,2669504
139,1588928
140,1748704
141,1693184
142,2338960
143,8611728
144,1709824
145,3197936
146,1345296
147,1601472
148,1476496
149,2247584
150,1613664
151,2727248
152,1820992
153,1923168
154,1754592
155,2029632
156,1742768
157,2547056
158,1602368
159,3107008
160,1426736
161,1671408
162,1451968
163,6782064
164,1803776
165,1926624
166,1764448
167,2150784
168,1578816
169,2542224
170,1476832
171,2057584
172,1533200
173,2651840
174,1542496
175,2393056
176,1777344
177,1647920
178,1937184
179,2612336
180,7865776
181,1423744
182,2351600
183,1365024
184,1440816
185,1721872
186,1530224
187,2344352
188,3586576
189,1536544
190,2440656
191,1444480
192,7116128
193,1443936
194,2114944
195,1905440
196,3180000
197,2793264
198,1602992
199,2448160
200,8174464
201,1485376
202,2370000
203,1634960
204,2759328
205,1659296
206,1705184
207,1539056
208,2688576
209,2015632
210,6066928
211,1522176
212,1998832
213,2076064
214,2610480
215,1650480
216,2285616
217,1615216
218,2112032
219,1837536
220,1719536
221,1645760
222,2350768
223,1662224
224,2528288
225,1470368
226,2642464
227,3370448
228,1485680
229,1359152
230,2584256
231,1461376
232,2454000
233,1505824
234,2744256
235,2551728
236,1508448
237,2421424
238,1460880
239,2309664
240,1763360
241,2654080
242,1779360
243,1726064
244,1623616
245,2496720
246,1420096
247,1522928
248,1556480
249,1372976
250,2740736
251,2326976
252,1539872
253,2854176
254,1597472
255,2480512
256,1429872
257,2537056
258,1791072
259,2169072
260,1722688
261,1898368
262,1560272
263,2528944
264,1560800
265,2559760
266,1591760
267,2771280
268,1491584
269,1731856
270,126192
271,1555104
272,2551664
273,1525456
274,2880272
275,1484288
276,2583328
277,2896944
278,1335376
279,2234944
280,1664944
281,2209136
282,1479216
283,1403248
284,1807904
285,1711008
286,3358400
287,2103472
288,1426320
289,1466208
290,1812304
291,1514240
292,1955392
293,1489984
294,1379824
295,1804752
296,1468288
297,2468272
298,4086656
299,3538640
300,1577376
301,2500032
302,1554672
303,2411168
304,1501072
305,3536080
306,1328928
307,1627584
308,1304880
309,2222880
310,1560176
311,1409088
312,2067808
313,1456304
314,1492224
315,1432464
316,1548352
317,2462336
318,1362416
319,1610400
320,3522128
321,1344624
322,1414784
323,1709248
324,1281536
325,2303088
326,4165712
327,1376912
328,2452544
329,1383360
330,1276576
331,1895936
332,1496448
333,3057888
334,1384160
335,1588384
336,1420672
337,2429296
338,1557488
339,2425424
340,1560336
341,2502400
342,1254448
343,2755792
344,1373440
345,1388864
346,2157200
347,1484304
348,1888368
349,1666832
350,2228432
351,1685280
