========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 308, got 307)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    14 (0.700%)
RTL (us):
  Mean:   2288.989    Std dev: 1024.404
  Min:      62.336    Max:     21937.408
  P50:    1991.456    P95:     4175.760
  P99:    5948.272    P99.9:   9517.408
Throughput: 437 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,21937408
2,3157456
3,6926048
4,8821040
5,7936176
6,1618912
7,6104432
8,1799664
9,1811104
10,1554192
11,2526032
12,2828848
13,2171856
14,5836064
15,1976704
16,1220144
17,1513104
18,1582960
19,4283936
20,1426384
21,2750880
22,9099120
23,3172880
24,1621152
25,4263376
26,1746528
27,4491088
28,1632912
29,1803264
30,1498880
31,2365712
32,2359952
33,1996608
34,1641424
35,8258480
36,4271376
37,2727872
38,1610048
39,1735568
40,4618384
41,6062624
42,1750144
43,1719232
44,1905120
45,1577360
46,5208752
47,2953056
48,6023680
49,4453712
50,3904528
51,3863552
52,5826400
53,1832800
54,1523584
55,1755872
56,1544720
57,2276816
58,1845504
59,4039952
60,8480720
61,4993952
62,2774144
63,1711840
64,2177168
65,1873152
66,1830720
67,4608256
68,1448032
69,2088464
70,1564272
71,2664368
72,1573968
73,2184304
74,1631744
75,2383120
76,1439904
77,2937760
78,1629264
79,1853248
80,2072624
81,1791424
82,1753008
83,4762352
84,2434128
85,1833584
86,2861456
87,2695808
88,3760080
89,3749360
90,1572256
91,2699600
92,1912656
93,1898032
94,3949664
95,1642256
96,2689008
97,1903952
98,3440208
99,2553104
100,2043920
101,1789072
102,1652768
103,2863856
104,1741824
105,1750576
106,1619088
107,2641264
108,3356144
109,1815584
110,4021264
111,3141376
112,1759168
113,2125760
114,1443264
115,1920240
116,2008176
117,2013216
118,1593136
119,3725472
120,2496720
121,4266208
122,1628144
123,2246208
124,1866096
125,2185024
126,1959776
127,2082256
128,2211792
129,2287312
130,1900768
131,3240928
132,1809920
133,1880064
134,2640112
135,1989616
136,2017488
137,3442688
138,1834592
139,3254064
140,1931792
141,2783376
142,2447472
143,4103744
144,1788416
145,1991456
146,4102816
147,1967824
148,1870208
149,3752208
150,1726768
151,2631168
152,3535936
153,1756160
154,2961568
155,1534016
156,2201888
157,1816736
158,1927728
159,3825904
160,4383552
161,1835648
162,3556400
163,2381952
164,1976192
165,2390544
166,4065216
167,3872144
168,2009408
169,1903888
170,1938016
171,2146912
172,1974640
173,1749696
174,1819680
175,2146480
176,1726096
177,1922112
178,3980736
179,1865680
180,3046432
181,1493424
182,2271680
183,1857248
184,1734896
185,4093712
186,1661072
187,2455696
188,1680384
189,1984592
190,4291120
191,1876928
192,2176128
193,1966272
194,1908592
195,1861152
196,1880288
197,1776528
198,1916080
199,4426432
200,3655216
201,4130752
202,4378400
203,3537568
204,1563488
205,2622096
206,1877840
207,2092224
208,3835680
209,1687520
210,2552592
211,1725280
212,2184816
213,1782848
214,3827888
215,2120992
216,4583568
217,2167952
218,2019920
219,1620112
220,2039840
221,1577184
222,2047312
223,1894928
224,1789376
225,1562096
226,2070624
227,2066048
228,2008400
229,2106416
230,1965840
231,1817504
232,2114864
233,1889760
234,1866848
235,1611584
236,2608896
237,4697696
238,3329344
239,2063840
240,1953744
241,3729776
242,1630256
243,2589168
244,4219200
245,1728096
246,3395248
247,2447200
248,2642192
249,1636848
250,1701376
251,3326704
252,1570928
253,3836400
254,2983120
255,3094160
256,4860496
257,2457488
258,3679792
259,1738544
260,2699024
261,3457504
262,1563072
263,2559904
264,1681344
265,2947376
266,1724736
267,3145248
268,2320784
269,4861520
270,1954368
271,1801680
272,2409952
273,5642304
274,3716000
275,2000848
276,2031136
277,3520096
278,1725008
279,2678432
280,2120528
281,1885552
282,3463328
283,4075808
284,4360000
285,4000384
286,6546656
287,6559360
288,5092032
289,5975632
290,3564576
291,3628144
292,2326736
293,3612192
294,4932400
295,5639568
296,3824416
297,4909776
298,3594832
299,3635072
300,2213280
301,2480944
302,1934080
303,2950608
304,2187952
305,1918384
306,2033696
307,1930272
308,2210704
309,1805248
310,1989424
311,1868544
312,2258736
313,1916752
314,2008016
315,1912352
316,2396608
317,2204896
318,2498224
319,1380864
320,1927312
321,2178800
322,1951184
323,1882192
324,2181888
325,1739776
326,2259696
327,1963680
328,3979856
329,2107712
330,3815584
331,2049456
332,2444496
333,2978512
334,1978976
335,2494640
336,1762736
337,2239264
338,1909888
339,2280720
340,1993136
341,3148928
342,2183920
343,2687584
344,2803936
345,1919024
346,1765504
347,2217904
348,2019504
349,2024384
350,2003104
