========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Baseline mode (no stressors) for 60 seconds...

Baseline period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 120
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 346.882 us
  Min: 153.696 us
  Max: 1755.936 us
Jitter:
  Mean: 2171.022 us
  Max: 4034.896 us
Response time:
  Mean: 2517.904 us
  Min: 1455.008 us
  Max: 4566.080 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 404828   7860  28444    0    0   119     7   86   50  6 14 80  0  0
 0  0      0 404828   7860  28448    0    0     0     0   11   12  0  0 100  0  0
 0  0      0 404828   7860  28448    0    0     0     0   12   17  0  0 100  0  0
 0  0      0 404828   7860  28448    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 404828   7860  28448    0    0     0     0   15   14  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0    72   24   29  0  0 98  1  0
 0  0      0 404828   7868  28448    0    0     0     0   17   18  0  0 100  0  0
 1  0      0 404828   7868  28448    0    0     0     0   17   20  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   16   19  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   14  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   16  0  0 100  0  0
 1  0      0 404828   7868  28448    0    0     0     0   15   20  0  0 99  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0    16   23   20  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   18   20  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   14  0  0 99  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   16   24  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   16  0  0 100  0  0
 1  0      0 404828   7868  28448    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   17   18  0  0 100  0  0
 1  0      0 404828   7868  28448    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   14  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   10   10  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   17   22  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0    9   12  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   12   16  0  0 100  0  0
 0  0      0 404828   7868  28448    0    0     0     0   15   14  0  0 99  0  0
 0  0      0 404828   7868  28452    0    0     0   148   24   20  0  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   17   18  1  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   13   16  0  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   20   22  0  0 100  0  0
 1  0      0 404828   7868  28452    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404828   7868  28452    0    0     0     0   15   16  0  0 100  0  0
 1  0      0 404828   7868  28452    0    0     0     0   14   15  0  0 99  0  0
 0  0      0 404828   7868  28452    0    0     0     0   14   19  0  0 100  0  0
 1  0      0 404828   7868  28452    0    0     0     0   17   14  0  1 99  0  0
 0  0      0 404828   7868  28452    0    0     0     0   17   30  0  0 100  0  0
===VMSTAT_END===
