HICOM_PING_START run=26
Messages: 2000  |  Payload: 64 B  |  Channel: hicom (HI-only)
WARNING: timeout at seq 0
Progress: 100/2000 (lost: 1)
Progress: 200/2000 (lost: 1)
Progress: 300/2000 (lost: 1)
Progress: 400/2000 (lost: 1)
Progress: 500/2000 (lost: 1)
Progress: 600/2000 (lost: 1)
Progress: 700/2000 (lost: 1)
Progress: 800/2000 (lost: 1)
Progress: 900/2000 (lost: 1)
Progress: 1000/2000 (lost: 1)
Progress: 1100/2000 (lost: 1)
Progress: 1200/2000 (lost: 1)
Progress: 1300/2000 (lost: 1)
Progress: 1400/2000 (lost: 1)
Progress: 1500/2000 (lost: 1)
Progress: 1600/2000 (lost: 1)
Progress: 1700/2000 (lost: 1)
WARNING: timeout at seq 1798
Progress: 1800/2000 (lost: 2)
Progress: 1900/2000 (lost: 2)
WARNING: timeout at seq 1921
WARNING: seq mismatch (expected 1922, got 1921)
Progress: 2000/2000 (lost: 3)
========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    3 (0.150%)
RTL (us):
Mean:   2367.379    Std dev: 996.672
Min:     298.304    Max:     9561.328
P50:    2250.896    P95:     3870.512
P99:    5700.800    P99.9:   9314.544
Throughput: 422 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,5700800
2,4965872
3,309104
4,3106208
5,3761888
6,2150608
7,3550464
8,1957952
9,2151840
10,3636880
11,2774960
12,2246960
13,4240032
14,3110304
15,1838048
16,3656912
17,2091136
18,3591456
19,2314448
20,3494448
21,2923792
22,2327072
23,2118928
24,4015232
25,2966928
26,2282496
27,3485840
28,2209504
29,1485344
30,3521856
31,2634224
32,323040
33,2177104
34,1525232
35,3605872
36,2100416
37,2978864
38,2363616
39,2159744
40,1116336
41,1824208
42,1999632
43,3889184
44,3431488
45,1751792
46,1899680
47,2260848
48,1269488
49,2153440
50,2127792
51,3370896
52,1882080
53,972096
54,2328688
55,1673648
56,3828416
57,2410960
58,5184832
59,2305840
60,3081168
61,2055024
62,3343232
63,410992
64,2558352
65,2065600
66,2096608
67,2184336
68,2196640
69,2428944
70,510448
71,2070880
72,1782768
73,2477408
74,4208784
75,2603728
76,2713712
77,2520944
78,3216672
79,4044304
80,1826944
81,2043712
82,1259872
83,2360432
84,1187072
85,2245968
86,3422992
87,1851440
88,1813200
89,441424
90,2327888
91,2829792
92,2399152
93,2036208
94,1869632
95,4030224
96,1880096
97,2155840
98,2444112
99,1996112
100,2855520
101,2768256
102,2248000
103,2072608
104,1567056
105,1751136
106,2208528
107,3484048
108,1803232
109,2333184
110,3105104
111,2261184
112,2350192
113,3980368
114,2591760
115,1886336
116,483312
117,298736
118,2139488
119,2032048
120,2786736
121,2444592
122,1318096
123,2237904
124,513328
125,308448
126,2896816
127,1935616
128,2203920
129,3177760
130,1856576
131,2019744
132,2741952
133,1960336
134,2025312
135,2491456
136,3056288
137,3932416
138,2756512
139,1969776
140,409184
141,2605808
142,1985712
143,2069376
144,391536
145,2114224
146,2212560
147,4160864
148,2635728
149,2619392
150,2505840
151,1295392
152,2363936
153,1983248
154,1877840
155,505840
156,2763280
157,2614880
158,2632272
159,2027888
160,2165536
161,589200
162,2900080
163,1792832
164,1891504
165,481424
166,1094928
167,2033152
168,2720144
169,588320
170,1474256
171,3672944
172,3445760
173,2061664
174,1801472
175,1842032
176,421712
177,1893152
178,2159488
179,2058048
180,1670784
181,1843424
182,434880
183,3151696
184,1806240
185,2248816
186,1295312
187,2532368
188,2135232
189,1875792
190,2066352
191,3163376
192,3272816
193,2737520
194,1713888
195,2444800
