========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 329, got 328)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    20 (1.000%)
RTL (us):
  Mean:   2231.791    Std dev: 1246.613
  Min:      40.240    Max:     33862.000
  P50:    1827.840    P95:     4389.408
  P99:    6483.984    P99.9:   8677.904
Throughput: 448 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,33862000
2,1781536
3,3985968
4,1434752
5,2467696
6,7994064
7,1641568
8,1760032
9,1557856
10,6300256
11,1768800
12,2320864
13,4819536
14,1498416
15,1835584
16,1354960
17,2246208
18,4342320
19,3471664
20,1554080
21,1446688
22,2227424
23,1338848
24,1419952
25,5265888
26,4162848
27,1723040
28,5392768
29,1750544
30,6452016
31,7828288
32,1475632
33,3114976
34,3251568
35,1878064
36,6192064
37,1720768
38,1800816
39,4571872
40,1485376
41,2122000
42,4299840
43,2761104
44,7709408
45,1883024
46,1900336
47,1543536
48,2784176
49,1471856
50,6172736
51,1820880
52,2524032
53,5160272
54,2653680
55,3956720
56,1512848
57,6507296
58,1819584
59,1427392
60,2486880
61,8009616
62,1709472
63,2371056
64,1531584
65,6381152
66,1514624
67,2155040
68,5632752
69,1868704
70,5988080
71,1726544
72,3348944
73,1386176
74,2372128
75,3063024
76,8108784
77,1365408
78,2746496
79,1557760
80,2181136
81,1542576
82,6539904
83,1692048
84,8028448
85,1858864
86,1493104
87,6483984
88,1615360
89,7516128
90,2437616
91,8677904
92,1382320
93,1969232
94,4498800
95,1591792
96,6675312
97,1431904
98,2232480
99,1300192
100,1488528
101,2184368
102,1542736
103,5819808
104,1268720
105,2132176
106,1334592
107,1308256
108,1594560
109,1541584
110,6455280
111,1403472
112,2183328
113,1781376
114,3091120
115,3504240
116,1742832
117,2353024
118,1985056
119,3390384
120,2364400
121,1577616
122,2533776
123,1518944
124,2653200
125,1499408
126,1901792
127,1714848
128,2349472
129,2304864
130,1728288
131,1580992
132,2678864
133,4278704
134,1448528
135,1799024
136,1589760
137,2519264
138,4619504
139,2232912
140,1733216
141,1768592
142,1442192
143,1630400
144,1440464
145,2534400
146,2362128
147,3878464
148,1481120
149,1636032
150,2641920
151,3265360
152,1479280
153,1652912
154,1586416
155,2329648
156,1566400
157,2498816
158,4395312
159,1582288
160,2335792
161,1584272
162,2563888
163,1335520
164,2298416
165,1479408
166,2174304
167,1521968
168,2646672
169,3998240
170,1804976
171,2574000
172,1443968
173,2463296
174,1539376
175,2136880
176,3785248
177,1712480
178,2508976
179,1563648
180,1246384
181,2778240
182,2264192
183,1455056
184,1523344
185,2170096
186,1551696
187,1686544
188,1909072
189,1757808
190,1732976
191,2273888
192,1605808
193,2250144
194,1563344
195,1443024
196,3298192
197,3710400
198,6436352
199,1709088
200,1868816
201,1676368
202,2198720
203,1505600
204,2323008
205,1759392
206,2678224
207,1861920
208,2148016
209,1438112
210,2430912
211,4281920
212,1625408
213,2419248
214,1856560
215,1899248
216,1657360
217,3485600
218,2376288
219,4388448
220,1535872
221,2048128
222,1803088
223,1914048
224,1543104
225,2020224
226,1628608
227,1671744
228,4576512
229,1564592
230,1951936
231,2342080
232,2041696
233,1757328
234,1847712
235,2053088
236,1793872
237,1826832
238,6738400
239,1622592
240,1812448
241,1691488
242,2917904
243,1447824
244,2368896
245,1674640
246,1929264
247,1689760
248,2519760
249,1699216
250,4133168
251,1923584
252,1858544
253,2470128
254,1638512
255,1831968
256,4435296
257,1975072
258,1565952
259,3036240
260,2925280
261,6343072
262,1615536
263,2664864
264,1763280
265,1921456
266,1638880
267,2023264
268,1636000
269,2550384
270,1661840
271,3002912
272,3753120
273,1824768
274,1742832
275,1648656
276,2315888
277,1310752
278,2662032
279,1411520
280,2319632
281,1691168
282,2557600
283,1544896
284,3153728
285,1715392
286,5874016
287,1885024
288,1648288
289,1591648
290,2483312
291,1848944
292,2397120
293,1787600
294,1635616
295,1815424
296,3054352
297,3617840
298,1526528
299,2113968
300,4470768
301,1643424
302,2156624
303,1595792
304,2346064
305,1665472
306,2072000
307,1489024
308,1356656
309,2972016
310,2117776
311,1615152
312,2555280
313,1605232
314,2391376
315,1440624
316,2527888
317,6268304
318,1565056
319,1641200
320,1758704
321,2137440
322,1534544
323,1578960
324,2301008
325,3458512
326,1623664
327,1707648
328,1642304
329,2259888
330,4485408
331,1502560
332,2505072
333,1624384
334,2092384
335,1640016
336,2411632
337,1435424
338,2104448
339,1430688
340,1495680
341,1539536
342,1538352
343,2082496
344,2458976
345,1694928
346,1486880
347,2222032
348,4575424
349,1723440
350,2017264
