========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 405, got 404)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    8 (0.400%)
RTL (us):
  Mean:   1966.710    Std dev: 838.334
  Min:      50.096    Max:     9957.488
  P50:    1700.256    P95:     2772.912
  P99:    6932.784    P99.9:   8695.440
Throughput: 508 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,1544352
2,1920000
3,1872416
4,1677520
5,1464976
6,1392960
7,2809936
8,2496896
9,8534448
10,1608640
11,3073200
12,1398160
13,2733664
14,1312224
15,8135648
16,1655072
17,2837696
18,1830848
19,1995280
20,1306592
21,2190976
22,1477312
23,2479968
24,8542176
25,1826928
26,2180976
27,1653328
28,1517312
29,2294064
30,1939872
31,1362272
32,2716864
33,7934480
34,1668048
35,2414928
36,1718128
37,2486784
38,1564992
39,3829872
40,2827648
41,1750128
42,1650336
43,1781456
44,6932784
45,1651744
46,2128784
47,2140016
48,1514720
49,1413840
50,2618736
51,1553264
52,3133664
53,7615744
54,1522912
55,1742096
56,1545344
57,1479168
58,2513568
59,1514800
60,2665568
61,6902288
62,1439504
63,3664544
64,2373424
65,1600352
66,2582048
67,1434208
68,2896464
69,1436800
70,3450720
71,7214800
72,1619552
73,1581856
74,1608976
75,1324000
76,2493520
77,1597024
78,8523040
79,1646368
80,2133712
81,1259968
82,2696128
83,1454896
84,1876704
85,1676976
86,2239312
87,1587056
88,1524560
89,2369008
90,7327856
91,1639008
92,1806912
93,1525376
94,1286784
95,2832192
96,1243984
97,5401584
98,1536368
99,2863920
100,1631632
101,2159920
102,1338592
103,3788112
104,2714016
105,1560704
106,1946864
107,1613328
108,6793632
109,1625472
110,1807584
111,1671456
112,2884464
113,1496480
114,2440208
115,1613296
116,1690960
117,1844160
118,2481728
119,4742288
120,1577392
121,2232992
122,1807648
123,2287136
124,1560624
125,1865264
126,1387568
127,2469984
128,8695440
129,1703920
130,1881600
131,1536512
132,2311088
133,1618320
134,2542256
135,1586160
136,1743248
137,1828352
138,1307664
139,2648240
140,2523552
141,4798240
142,1794064
143,1691840
144,1636496
145,2376704
146,1491568
147,2804640
148,1401104
149,1887856
150,1723744
151,3190528
152,1608032
153,2153856
154,8098992
155,1783280
156,1968720
157,1367152
158,2639984
159,1526048
160,1853344
161,1581232
162,1222512
163,2082032
164,1209488
165,1664688
166,1375776
167,1531760
168,1570544
169,1381536
170,2399488
171,4849680
172,1671216
173,1879216
174,1528656
175,2416096
176,1382176
177,2150192
178,1468736
179,2613168
180,8372272
181,1485040
182,2415568
183,2066736
184,1987792
185,1302512
186,2560416
187,1493200
188,2589600
189,1312512
190,2723136
191,1450880
192,732816
193,1668992
194,8182432
195,2331328
196,2625824
197,2407088
198,1731488
199,2966480
200,1373120
201,1677360
202,1357408
203,1398912
204,1833264
205,1659648
206,2373104
207,1595072
208,1669248
209,1500000
210,7471328
211,1659136
212,2018080
213,1553904
214,2621040
215,1511712
216,2600832
217,1617264
218,1976816
219,1533744
220,2856656
221,1605120
222,1775920
223,1543616
224,1858864
225,1700816
226,2499824
227,8406608
228,1312608
229,2528032
230,1619328
231,2708592
232,1304048
233,1822560
234,1462272
235,1563872
236,1579216
237,2262208
238,1745088
239,6669376
240,1615072
241,2103248
242,1690912
243,2236592
244,1498960
245,2542960
246,1685088
247,7116992
248,1657872
249,1814896
250,1610544
251,1866912
252,1510752
253,1536736
254,2564640
255,2611952
256,1577104
257,2196032
258,5829616
259,6949456
260,1797936
261,2402176
262,1575360
263,1865616
264,1484480
265,2491360
266,1569504
267,1908592
268,1879680
269,2768768
270,1713072
271,1573456
272,1816896
273,2631920
274,1644176
275,1891984
276,1646048
277,2741760
278,1674736
279,1882032
280,1771088
281,2347568
282,1613552
283,2680288
284,1692448
285,1911488
286,1617168
287,2522608
288,1645568
289,2635216
290,1554096
291,2255584
292,1501424
293,2221728
294,1490896
295,2466592
296,1700512
297,2678704
298,1804880
299,1837664
300,1648864
301,2629744
302,1564544
303,1922192
304,1702816
305,1313936
306,2728352
307,2333728
308,1775472
309,2203840
310,1851872
311,3768144
312,2275408
313,2073552
314,1997200
315,1685536
316,2628304
317,1584128
318,2027456
319,1743072
320,2388208
321,1491280
322,2885456
323,1750992
324,1996896
325,1671840
326,2029920
327,1663808
328,2667360
329,1610656
330,2474080
331,1484192
332,1574432
333,1737600
334,1530976
335,2531312
336,2632656
337,1647392
338,2590608
339,1514784
340,2233376
341,1531344
342,2628768
343,1376608
344,2499216
345,1729376
346,2677392
347,1479808
348,2651840
349,1474128
350,1841744
351,1594272
