stress-ng: info:  [305] setting to a 60 second run per stressor
stress-ng: info:  [305] dispatching hogs: 2 cpu, 2 io, 2 cache, 2 stream
stress-ng: info:  [312] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [312] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [312] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [312] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [312] stress-ng-stream: memory rate: 50.59 MB/sec, 20.24 Mflop/sec (instance 0)
stress-ng: info:  [313] stress-ng-stream: memory rate: 46.87 MB/sec, 18.75 Mflop/sec (instance 1)
stress-ng: info:  [305] successful run completed in 61.07s (1 min, 1.07 secs)
stress-ng: info:  [305] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [305]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [305] cpu                 371     60.83     24.88      3.83         6.10          12.92
stress-ng: info:  [305] io                 5477     60.11      2.51     22.47        91.12         219.26
stress-ng: info:  [305] cache               254     60.09     25.65      3.93         4.23           8.59
stress-ng: info:  [305] stream              144     60.68     23.21      3.27         2.37           5.44
stress-ng: info:  [305] stream            48.73 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [305] stream            19.49 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --cpu 0 --cpu-method all --io 2 --cache 2 --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 3 (0.25%)
Execution time:
  Mean: 451.589 us
  Min: 150.976 us
  Max: 2884.960 us
Jitter:
  Mean: 2723.801 us
  Max: 83243.680 us
Response time:
  Mean: 3175.391 us
  Min: 1389.840 us
  Max: 83550.304 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 403184   6512  30916    0    0    44    10  311  316 51 29 20  0  0 1970-01-01 00:04:40
 8  0      0 379252   6520  34536    0    0     0   300  534  455 27 53 20  0  0 1970-01-01 00:04:41
 8  0      0 372928   6528  35140    0    0     0    16  806  867 47 53  0  0  0 1970-01-01 00:04:42
 8  0      0 372928   6536  35140    0    0     0    16  827  939 62 38  0  0  0 1970-01-01 00:04:43
 8  0      0 371936   6544  35140    0    0     0    16  811  929 67 33  0  0  0 1970-01-01 00:04:44
 8  0      0 371068   6552  35140    0    0     0    16  849  949 67 33  0  0  0 1970-01-01 00:04:45
 9  1      0 371068   6560  35140    0    0     0    16  829  913 68 32  0  0  0 1970-01-01 00:04:46
 8  0      0 371068   6568  35140    0    0     0    20  820  896 68 32  0  0  0 1970-01-01 00:04:47
 9  0      0 371068   6576  35140    0    0     0    16  816  924 70 30  0  0  0 1970-01-01 00:04:48
 9  0      0 370944   6584  35140    0    0     0    16  832  924 74 26  0  0  0 1970-01-01 00:04:49
 8  0      0 370944   6592  35140    0    0     0    16  798  883 73 27  0  0  0 1970-01-01 00:04:50
 8  0      0 370944   6600  35140    0    0     0    16  839  940 70 30  0  0  0 1970-01-01 00:04:51
 8  0      0 370944   6608  35140    0    0     0    16  823  938 69 31  0  0  0 1970-01-01 00:04:52
 9  0      0 370944   6616  35140    0    0     0    16  826  904 69 31  0  0  0 1970-01-01 00:04:53
 8  0      0 370944   6624  35140    0    0     0    16  874  982 71 29  0  0  0 1970-01-01 00:04:54
 8  0      0 370820   6632  35140    0    0     0    16  842  991 72 28  0  0  0 1970-01-01 00:04:55
 8  0      0 369332   6640  35140    0    0     0    16  828  943 65 35  0  0  0 1970-01-01 00:04:56
 8  0      0 369332   6648  35140    0    0     0    16  828  960 73 27  0  0  0 1970-01-01 00:04:57
 8  0      0 369332   6656  35140    0    0     0    16  831  975 71 29  0  0  0 1970-01-01 00:04:58
 8  0      0 369332   6664  35140    0    0     0    16  845 1003 71 29  0  0  0 1970-01-01 00:04:59
 9  0      0 369332   6672  35140    0    0     0    16  764  816 71 29  0  0  0 1970-01-01 00:05:00
 9  0      0 369332   6680  35140    0    0     0    16  825  936 74 26  0  0  0 1970-01-01 00:05:01
