stress-ng: info:  [356] setting to a 60 second run per stressor
stress-ng: info:  [356] dispatching hogs: 2 cpu, 2 io, 2 cache, 2 stream
stress-ng: info:  [363] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [363] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [363] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [363] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [363] stress-ng-stream: memory rate: 53.07 MB/sec, 21.23 Mflop/sec (instance 0)
stress-ng: info:  [364] stress-ng-stream: memory rate: 51.33 MB/sec, 20.53 Mflop/sec (instance 1)
stress-ng: info:  [356] successful run completed in 61.07s (1 min, 1.07 secs)
stress-ng: info:  [356] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [356]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [356] cpu                 356     60.81     24.80      3.46         5.85          12.60
stress-ng: info:  [356] io                 5520     60.14      2.52     22.09        91.78         224.30
stress-ng: info:  [356] cache               258     60.02     25.69      3.86         4.30           8.73
stress-ng: info:  [356] stream              155     60.47     24.75      3.37         2.56           5.51
stress-ng: info:  [356] stream            52.20 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [356] stream            20.88 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --cpu 0 --cpu-method all --io 2 --cache 2 --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 1 (0.08%)
Execution time:
  Mean: 388.061 us
  Min: 133.040 us
  Max: 3039.984 us
Jitter:
  Mean: 2233.009 us
  Max: 9936.320 us
Response time:
  Mean: 2621.070 us
  Min: 1159.632 us
  Max: 12066.768 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 401872   7528  30952    0    0    28    10  317  332 53 28 20  0  0 1970-01-01 00:07:20
 8  1      0 375956   7536  34536    0    0     0   300  547  495 30 52 19  0  0 1970-01-01 00:07:21
 8  0      0 372112   7544  35124    0    0     0    16  819  944 51 49  0  0  0 1970-01-01 00:07:22
 8  0      0 371988   7552  35172    0    0     0    16  831  918 67 33  0  0  0 1970-01-01 00:07:23
 9  0      0 370624   7560  35172    0    0     0    16  785  861 70 30  0  0  0 1970-01-01 00:07:24
 8  0      0 370128   7568  35172    0    0     0    16  839  973 70 30  0  0  0 1970-01-01 00:07:25
 8  0      0 370128   7576  35172    0    0     0    16  837  995 71 29  0  0  0 1970-01-01 00:07:26
 8  0      0 370128   7584  35172    0    0     0    16  841  974 69 31  0  0  0 1970-01-01 00:07:27
 8  0      0 370128   7592  35172    0    0     0    16  816  894 75 25  0  0  0 1970-01-01 00:07:28
 8  0      0 370128   7600  35172    0    0     0    16  825  969 73 27  0  0  0 1970-01-01 00:07:29
 8  0      0 370128   7608  35172    0    0     0    16  800  914 74 26  0  0  0 1970-01-01 00:07:30
 8  0      0 370128   7616  35172    0    0     0    16  838  981 77 23  0  0  0 1970-01-01 00:07:31
 8  0      0 370004   7624  35176    0    0     0    16  820  913 74 26  0  0  0 1970-01-01 00:07:32
 8  0      0 369880   7632  35176    0    0     0    16  828  916 76 24  0  0  0 1970-01-01 00:07:33
 8  0      0 369880   7640  35176    0    0     0    16  833  969 71 29  0  0  0 1970-01-01 00:07:34
 8  0      0 369136   7648  35176    0    0     0    16  811  925 73 27  0  0  0 1970-01-01 00:07:35
 9  0      0 368392   7656  35176    0    0     0    16  816  946 70 30  0  0  0 1970-01-01 00:07:36
 8  0      0 368392   7664  35176    0    0     0    16  843  985 70 30  0  0  0 1970-01-01 00:07:37
 8  0      0 368392   7672  35176    0    0     0    16  806  948 73 27  0  0  0 1970-01-01 00:07:38
 9  0      0 368392   7680  35176    0    0     0    16  818  935 76 24  0  0  0 1970-01-01 00:07:39
 8  0      0 368392   7688  35176    0    0     0    16  853 1031 72 28  0  0  0 1970-01-01 00:07:40
 8  0      0 368392   7696  35176    0    0     0    16  811  950 74 26  0  0  0 1970-01-01 00:07:41
