stress-ng: info:  [280] setting to a 60 second run per stressor
stress-ng: info:  [280] dispatching hogs: 2 cpu, 2 io, 2 cache, 2 stream
stress-ng: info:  [287] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [287] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [287] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [287] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [287] stress-ng-stream: memory rate: 51.83 MB/sec, 20.73 Mflop/sec (instance 0)
stress-ng: info:  [288] stress-ng-stream: memory rate: 47.33 MB/sec, 18.93 Mflop/sec (instance 1)
stress-ng: info:  [280] successful run completed in 62.43s (1 min, 2.43 secs)
stress-ng: info:  [280] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [280]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [280] cpu                 346     61.62     25.68      3.41         5.61          11.89
stress-ng: info:  [280] io                 5055     60.17      2.44     21.57        84.01         210.54
stress-ng: info:  [280] cache               246     60.09     25.20      3.87         4.09           8.46
stress-ng: info:  [280] stream              146     60.45     24.05      3.89         2.42           5.23
stress-ng: info:  [280] stream            49.58 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [280] stream            19.83 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --cpu 0 --cpu-method all --io 2 --cache 2 --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 319.881 us
  Min: 151.424 us
  Max: 3461.392 us
Jitter:
  Mean: 2542.585 us
  Max: 8620.256 us
Response time:
  Mean: 2862.465 us
  Min: 1498.208 us
  Max: 9705.440 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 404108   6008  30896    0    0    61    10  307  308 49 30 21  0  0 1970-01-01 00:03:20
 8  0      0 381912   6016  34420    0    0     0   300  537  468 23 58 20  0  0 1970-01-01 00:03:21
 8  0      0 373852   6024  35124    0    0     0    16  795  860 54 46  0  0  0 1970-01-01 00:03:22
 9  0      0 373728   6032  35124    0    0     0    16  790  846 65 35  0  0  0 1970-01-01 00:03:23
 8  0      0 372736   6040  35124    0    0     0    16  822  897 66 34  0  0  0 1970-01-01 00:03:24
 8  0      0 371992   6048  35124    0    0     0    16  798  891 69 31  0  0  0 1970-01-01 00:03:25
 8  0      0 371868   6056  35124    0    0     0    16  780  833 73 27  0  0  0 1970-01-01 00:03:26
 7  1      0 371868   6064  35124    0    0     0    16  819  921 72 28  0  0  0 1970-01-01 00:03:27
 8  0      0 371744   6072  35124    0    0     0    16  811  880 71 29  0  0  0 1970-01-01 00:03:28
 8  0      0 371744   6080  35124    0    0     0    16  800  869 74 26  0  0  0 1970-01-01 00:03:29
 8  0      0 371744   6088  35124    0    0     0    16  852  938 71 29  0  0  0 1970-01-01 00:03:30
 8  0      0 371744   6096  35124    0    0     0    16  815  930 69 31  0  0  0 1970-01-01 00:03:31
 8  0      0 371744   6104  35124    0    0     0    16  801  893 73 27  0  0  0 1970-01-01 00:03:32
 8  0      0 371744   6112  35124    0    0     0    16  792  834 72 28  0  0  0 1970-01-01 00:03:33
 9  0      0 371744   6120  35124    0    0     0    16  824  913 65 35  0  0  0 1970-01-01 00:03:34
 9  0      0 371744   6128  35124    0    0     0    16  798  867 71 29  0  0  0 1970-01-01 00:03:35
 8  0      0 370876   6136  35124    0    0     0    16  801  887 72 28  0  0  0 1970-01-01 00:03:36
 9  0      0 370256   6144  35124    0    0     0    16  799  893 67 33  0  0  0 1970-01-01 00:03:37
 9  0      0 370132   6152  35124    0    0     0    16  864 1048 65 34  0  0  0 1970-01-01 00:03:38
 8  0      0 370132   6160  35124    0    0     0    16  835  965 67 33  0  0  0 1970-01-01 00:03:39
 8  0      0 370132   6168  35124    0    0     0    16  838  966 68 31  0  0  0 1970-01-01 00:03:40
 8  0      0 370132   6176  35124    0    0     0    16  830  935 67 33  0  0  0 1970-01-01 00:03:41
