========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 655, got 654)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    4 (0.200%)
RTL (us):
  Mean:   1926.362    Std dev: 816.686
  Min:      89.536    Max:     9424.560
  P50:    1644.000    P95:     3270.144
  P99:    4929.744    P99.9:   9325.328
Throughput: 519 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,2950736
2,6380688
3,1438832
4,1168576
5,1527600
6,1552192
7,2395472
8,1273120
9,1307520
10,2220144
11,1495072
12,6001728
13,1238176
14,2285088
15,1498624
16,2586304
17,1183312
18,1406752
19,1827776
20,1568288
21,1942096
22,8162864
23,1609008
24,2097312
25,4107072
26,1482336
27,2332320
28,8242320
29,3733136
30,1510000
31,1377552
32,1169968
33,1536944
34,1289424
35,2367568
36,1624224
37,1754752
38,1266976
39,1380080
40,1448160
41,2760848
42,2542240
43,6793264
44,1585296
45,2102416
46,1358784
47,1303280
48,1855824
49,1360448
50,2196400
51,1349904
52,2324240
53,1686912
54,1348992
55,3071104
56,2253728
57,1484928
58,1221248
59,9100432
60,1461792
61,1364480
62,1820016
63,1291024
64,2028048
65,1769680
66,2130448
67,1408352
68,1259552
69,1520240
70,1486192
71,2284928
72,4718128
73,1233760
74,2120832
75,1492624
76,3312176
77,1488608
78,1377616
79,2096400
80,2629472
81,5582208
82,4041296
83,4114224
84,1490176
85,6396688
86,1698336
87,6262032
88,1740608
89,2456672
90,4141296
91,3556960
92,4492432
93,1615344
94,1580432
95,4741696
96,1771936
97,1598640
98,4373888
99,1403632
100,1992784
101,2017216
102,2141984
103,1408640
104,2691728
105,4005184
106,2621408
107,1632976
108,1387376
109,2394544
110,1341616
111,2409200
112,1582288
113,1272208
114,2616160
115,3000752
116,1264976
117,2288736
118,1272240
119,1494240
120,3152336
121,1479136
122,1476816
123,1312960
124,1557728
125,1446096
126,1378272
127,2301056
128,1644000
129,1823456
130,1330224
131,1649152
132,1329648
133,1238032
134,1594560
135,1410544
136,1405232
137,1496864
138,1396880
139,1426512
140,1839376
141,1631904
142,1306208
143,1541040
144,1502976
145,1413312
146,1353088
147,1337216
148,1539136
149,3624720
150,1344672
151,1426672
152,2826320
153,2076624
154,1487008
155,1516528
156,1345920
157,1227712
158,1239552
159,1503424
160,1466960
161,3706992
162,1406512
163,1472384
164,1334960
165,1224528
166,1751296
167,1469824
168,1710848
169,1271280
170,1370560
171,1619168
172,1566400
173,2372480
174,1425248
175,1318064
176,1739952
177,1704608
178,1658480
179,1458672
180,1391152
181,1738448
182,1529808
183,2358656
184,1277424
185,2182688
186,1630480
187,1430544
188,2267952
189,1427712
190,1798352
191,2983376
192,1507808
193,1387232
194,1522816
195,1574976
196,2469792
197,1561264
198,1406048
199,2556544
200,1336384
201,1605280
202,1556704
203,2045232
204,3988144
205,1866928
206,2329120
207,1519392
208,1493152
209,1819328
210,1674784
211,2546032
212,1417392
213,2384880
214,1556032
215,1990704
216,3210416
217,3967616
218,1610256
219,2365424
220,1292800
221,2596864
222,3784704
223,1532960
224,1317984
225,1256576
226,1479344
227,2289824
228,1719408
229,2779424
230,1443744
231,1693536
232,1600544
233,1698064
234,2453056
235,2564672
236,1539760
237,2579088
238,1460304
239,1577920
240,1007440
241,1493824
242,2419856
243,4298864
244,1789952
245,1633024
246,1828592
247,2621120
248,1641088
249,2567616
250,1980816
251,1999392
252,2314752
253,2769920
254,2524400
255,1612896
256,2235456
257,1592976
258,2302176
259,1597408
260,1404272
261,2704720
262,2299584
263,1701728
264,2374960
265,1606640
266,2493872
267,1711392
268,2484048
269,3950352
270,1451936
271,2946080
272,1543200
273,1907440
274,1580912
275,2384432
276,1521328
277,2457408
278,1604000
279,2662256
280,1655472
281,1772224
282,1569888
283,2428944
284,1857328
285,2597152
286,1514016
287,2414752
288,4237488
289,1379248
290,1847312
291,1650624
292,1429776
293,3089632
294,2292976
295,1318832
296,2521888
297,1695056
298,2083104
299,1472272
300,1380480
301,1241392
302,1493184
303,1318608
304,2248576
305,1461696
306,1963936
307,3440800
308,89536
309,3870672
310,1607744
311,2127920
312,1378544
313,1411040
314,1906096
315,1523296
316,1818176
317,1572368
318,1411824
319,1038080
320,1289888
321,1394560
322,1840464
323,1452880
324,2443216
325,1581760
326,2425648
327,1572528
328,2389728
329,3329808
330,1635120
331,1524432
332,2564736
333,1194464
334,1990224
335,1729200
336,1552192
337,1479984
338,2326528
339,1757424
340,1298080
341,1576096
342,1515408
343,2117600
344,1469888
345,2247648
346,2837904
347,1294864
348,1401376
349,1391520
350,997184
351,1315600
