========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1002, got 1000)
WARNING: seq mismatch (expected 1002, got 1001)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    5 (0.250%)
RTL (us):
  Mean:   1950.553    Std dev: 887.712
  Min:      52.416    Max:     9426.704
  P50:    1629.344    P95:     3324.272
  P99:    6466.432    P99.9:   8683.552
Throughput: 513 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,6256704
2,7217456
3,3608576
4,1666656
5,2000688
6,1342240
7,1324144
8,1867152
9,8251392
10,1310160
11,2300096
12,1349328
13,2843584
14,1347328
15,2636016
16,1418544
17,2257856
18,1587216
19,2716976
20,1368784
21,2361408
22,8189728
23,1490800
24,2280640
25,1533104
26,2453904
27,1399152
28,2284688
29,1476976
30,2710912
31,1504288
32,6605936
33,1584656
34,2534976
35,1359776
36,2319920
37,1279008
38,1352128
39,1712992
40,1588368
41,1765664
42,1332064
43,1421008
44,1690368
45,8269872
46,3370496
47,1439376
48,2789584
49,1387136
50,6865168
51,1453136
52,2269824
53,1456064
54,2943696
55,7818944
56,1331904
57,2137776
58,1647488
59,2344288
60,1374960
61,1420784
62,1556352
63,1393632
64,2493584
65,4455632
66,1382928
67,1720304
68,1435680
69,1899728
70,1514784
71,6302512
72,1598800
73,1840016
74,1455664
75,1260832
76,1861280
77,1635312
78,1761600
79,1440816
80,1480384
81,1113312
82,4477616
83,3469824
84,1508736
85,1286720
86,1605648
87,1436896
88,2527008
89,4130544
90,1352816
91,2455984
92,1474352
93,2540288
94,8067232
95,1415760
96,2678912
97,1386928
98,2152096
99,1659632
100,2364240
101,4074624
102,1390416
103,2461120
104,7992672
105,1693888
106,6659792
107,3956160
108,1631680
109,1736000
110,1609360
111,7037056
112,1551760
113,2378336
114,1572896
115,2310016
116,1376704
117,2581712
118,1517104
119,2236240
120,1518096
121,2394752
122,1718992
123,6565088
124,1587184
125,2251696
126,1516640
127,2187840
128,1570432
129,1374192
130,1793168
131,1500720
132,6056080
133,1653040
134,2651920
135,1442384
136,2189616
137,1351984
138,2315840
139,1468736
140,1432608
141,1682208
142,1449696
143,2211008
144,9426704
145,2382416
146,1577584
147,1234432
148,1622496
149,1444144
150,2230128
151,1126688
152,1455520
153,1529696
154,1482464
155,2287840
156,8188800
157,3878736
158,1333808
159,1470064
160,1697216
161,2128864
162,1365600
163,3527408
164,1616304
165,1595696
166,1434048
167,1322048
168,2675376
169,1367920
170,2535904
171,1374192
172,1590848
173,1282416
174,2229744
175,1702416
176,1321152
177,2453632
178,1304032
179,1716496
180,3342128
181,1354656
182,1295200
183,2313600
184,1444768
185,1713232
186,1421904
187,1361360
188,3153264
189,1497344
190,1561200
191,1395472
192,1517968
193,2857008
194,1900448
195,1437952
196,1524992
197,1309200
198,1382128
199,1512896
200,1598640
201,1326160
202,2577056
203,2796624
204,3770352
205,1567520
206,2483344
207,1478400
208,1162272
209,1225824
210,1281552
211,1298816
212,1479008
213,1469968
214,2445760
215,1367248
216,1222064
217,1539008
218,1700864
219,1590720
220,1439456
221,1548016
222,2363504
223,1764144
224,2849696
225,1943408
226,1419488
227,1252000
228,2291984
229,1401584
230,1457040
231,1301056
232,1235216
233,1584256
234,1361760
235,1502368
236,1531232
237,2723120
238,2252832
239,1631120
240,1965056
241,1524000
242,2849664
243,2675264
244,1418224
245,1417728
246,1607408
247,1653664
248,6266720
249,1430384
250,2246928
251,3867456
252,1543632
253,1226704
254,1657696
255,1386016
256,2420464
257,1907984
258,1750048
259,1486000
260,1510000
261,1889760
262,1550448
263,1827104
264,1524608
265,2417376
266,1338832
267,1386432
268,2541488
269,1326576
270,1732880
271,1398960
272,1384960
273,2378528
274,2370896
275,1370048
276,1412208
277,2128848
278,1370768
279,1745776
280,1794368
281,2047504
282,4150736
283,1557216
284,2279824
285,1481616
286,2281936
287,1556048
288,1361216
289,1609344
290,1616272
291,2005904
292,1363776
293,1433984
294,1803776
295,1285088
296,2152432
297,1318080
298,1325200
299,1568928
300,1357344
301,2271552
302,1383616
303,1279568
304,1411360
305,1537136
306,2380912
307,2900976
308,2323904
309,1405648
310,1978736
311,1454064
312,1844992
313,1370192
314,1582976
315,2099136
316,2978864
317,1367536
318,3043536
319,3651824
320,1453696
321,2513296
322,1537952
323,1293312
324,2808144
325,2171872
326,1508416
327,2348832
328,1372784
329,1157200
330,1593024
331,1373872
332,1424352
333,1423840
334,1424976
335,2388880
336,2853632
337,3754304
338,1726672
339,1641584
340,1998288
341,1565488
342,1213088
343,1456240
344,3810256
345,1303440
346,2422336
347,1512688
348,1234288
349,1716800
350,1293008
351,2029120
352,1444960
353,1418080
354,2039712
355,1162544
356,2381600
357,1488896
358,2359024
359,1381088
360,2685424
361,1515936
362,2289136
363,1724304
364,1304992
365,2616800
366,2339472
367,1480416
368,2566464
369,1413568
370,1462000
371,2712320
372,1386064
373,2325056
374,1412080
375,1957424
376,1791936
377,1481600
378,1402688
379,1406448
380,2445952
381,1460448
382,2730224
383,1331952
384,995664
385,1616384
386,1273184
387,2132560
388,1345888
389,1750368
390,1335728
391,1379840
392,2881456
393,2300496
394,1512640
395,1320704
396,1594848
397,1566784
398,2395296
399,1642192
400,2092640
401,3831392
402,1620064
403,1244384
404,2324992
405,3189680
406,1333648
407,2083552
408,1441648
409,1516848
410,1533776
411,1453136
412,2162128
413,1589120
414,2333344
415,1612800
416,1226912
417,1453536
418,3527008
419,1465872
420,1294288
421,1655568
422,1471232
423,2177472
424,1246640
425,1448832
426,1943328
427,1410128
428,2086720
429,1531168
430,2333808
431,1205664
432,1553648
433,1544400
434,1441440
435,2633936
436,1409776
437,1976768
438,1384096
439,1404016
440,1593536
441,1356176
442,1249328
443,1044976
444,1250048
445,1414080
446,3064192
447,3767248
448,1355888
449,1581584
450,1756432
451,1528032
452,2307936
453,1554064
454,1853376
455,1441920
456,1453888
457,3056512
458,1269376
459,1236832
460,1469824
461,1476720
462,3802128
463,1667232
464,2174160
465,1539360
466,1454160
467,3081552
468,2123872
469,1563696
470,1309024
471,1193488
472,1682256
473,1869104
474,1629488
475,1286736
476,2204000
477,1463760
478,1699072
479,1425344
480,2631456
481,1309792
482,1511200
483,1818576
484,1237904
485,1709552
486,1519616
487,1669280
488,1625440
489,1344960
490,1892992
491,1502144
492,1622912
493,1763552
494,2371456
495,1513584
496,2443264
497,1373520
498,1389728
499,1604992
500,1545424
501,2228112
502,1699120
503,2306448
504,4480928
505,1199376
506,1721216
507,1516944
508,1507648
509,1704848
510,1505216
511,2246352
512,1618944
513,6711888
514,1434784
515,2250608
516,1569648
517,2597632
518,1389168
519,2702304
520,2257152
521,2047120
522,1782560
523,2718592
524,1485152
525,2612464
526,2633808
527,1298368
528,1525760
529,1499072
530,2480448
531,1491712
532,2409040
533,1465488
534,2408240
535,1583984
536,1282848
537,2456976
538,2676912
539,1388656
540,1443712
541,2322800
542,1444320
543,1905440
544,1371440
545,2436256
546,3734576
547,1429056
548,2334592
549,1401968
550,2746032
551,2695536
552,2311584
553,1490016
554,2515648
555,1487344
556,1866176
557,1380336
558,2168640
559,3569888
560,2645392
561,2789648
562,1267920
563,1659568
564,1622048
565,2376064
566,1837408
567,1845872
568,1289520
569,1650688
570,2432672
571,1343456
572,2013792
573,1289728
574,2105120
575,1468288
576,2566176
577,3798128
578,1386240
579,1359728
580,2061680
581,1329584
582,1670432
583,1383824
584,1514576
585,2374864
586,1481440
587,1501696
588,1463584
589,1369488
590,957024
591,1439824
592,1385248
593,2568752
594,1451328
595,2229520
596,1551120
597,2250064
598,1554176
599,1605504
600,1671920
601,2366912
