========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 724, got 723)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    7 (0.350%)
RTL (us):
  Mean:   2068.751    Std dev: 875.068
  Min:      46.480    Max:     9868.096
  P50:    1826.640    P95:     3145.232
  P99:    6540.272    P99.9:   9691.488
Throughput: 483 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,1554528
2,8108816
3,1820640
4,1752368
5,1243120
6,1655680
7,3011552
8,2140896
9,1533536
10,2575312
11,8172240
12,1531296
13,2235104
14,1289568
15,1365872
16,2624432
17,2270560
18,1612000
19,1459856
20,9397152
21,1507520
22,2171392
23,1362240
24,1409616
25,1838336
26,3812736
27,1616976
28,1939776
29,1461920
30,1531968
31,2767072
32,6572064
33,1495136
34,2557648
35,1546224
36,1677152
37,1600160
38,1525856
39,1681472
40,1490224
41,2085520
42,1437280
43,1418224
44,9461728
45,1581696
46,1704672
47,1555520
48,1719216
49,1468448
50,1500544
51,9304880
52,1385296
53,2353248
54,1603392
55,1310848
56,2472960
57,1453872
58,9616720
59,1510080
60,1703072
61,1589328
62,1355584
63,1525232
64,1368288
65,2317680
66,1480608
67,1453872
68,991088
69,4758448
70,1370336
71,1723744
72,1464064
73,1452016
74,3013920
75,2387856
76,8588752
77,1656432
78,2008592
79,1679744
80,2113024
81,1276176
82,1437376
83,1063344
84,1561424
85,6505840
86,1568384
87,2313040
88,1475088
89,2477200
90,1496768
91,2514016
92,4639568
93,1501872
94,1833280
95,1492864
96,1344416
97,1838960
98,1428000
99,2618736
100,1535712
101,1867520
102,1709248
103,2022848
104,1680176
105,6848496
106,1661776
107,2497872
108,1463584
109,1586256
110,1386288
111,1421520
112,1832800
113,1403136
114,2408464
115,1527088
116,2471264
117,4662400
118,1606144
119,1850160
120,1461024
121,2360240
122,1554672
123,6781904
124,1553024
125,2666000
126,1614464
127,1687616
128,1542240
129,1401056
130,2995024
131,2096512
132,2243184
133,1751040
134,4504128
135,1650288
136,1648128
137,1937904
138,2520640
139,1405856
140,2549200
141,1570096
142,2119664
143,1571408
144,2302960
145,8494688
146,1368032
147,2196768
148,1588144
149,2460528
150,1582592
151,2570416
152,8164464
153,1528096
154,2347264
155,1498928
156,2361376
157,4239776
158,1564752
159,2483440
160,1487264
161,2141984
162,1514928
163,1644384
164,2125600
165,1819008
166,8031968
167,1494704
168,2627600
169,1671344
170,2685152
171,1662768
172,2458320
173,1478192
174,2388208
175,8111632
176,1380928
177,2307200
178,1545536
179,2467840
180,1486480
181,1349968
182,1854064
183,1457264
184,1696960
185,1695968
186,6540272
187,1572320
188,2514032
189,1400400
190,2511168
191,1523008
192,2488752
193,3805328
194,4460320
195,3880048
196,1469616
197,2705248
198,1772240
199,2023504
200,1503136
201,2420128
202,1447968
203,2359056
204,1580976
205,2570512
206,1444016
207,2620768
208,1454592
209,2611552
210,1644096
211,1649440
212,1547440
213,1416448
214,2226832
215,1713488
216,3353600
217,2369168
218,1529872
219,2368320
220,1536752
221,2280512
222,1579264
223,1824384
224,1893536
225,2238736
226,1446464
227,1469568
228,2509552
229,1510128
230,2605408
231,2683648
232,1407840
233,2854000
234,1487920
235,1682944
236,1515360
237,1356112
238,1871424
239,1652208
240,1888720
241,1403136
242,1411168
243,2537200
244,1522736
245,2470912
246,2466256
247,1622320
248,2422000
249,1605152
250,2482656
251,1679840
252,2741056
253,1667280
254,2056704
255,1581200
256,2410544
257,1611072
258,2502752
259,1518160
260,2478288
261,1576752
262,1679248
263,1564944
264,1492096
265,2016352
266,1671840
267,1460240
268,1688960
269,2288752
270,1592512
271,2431536
272,1452528
273,2413136
274,1591648
275,1422928
276,2543200
277,1446304
278,2216256
279,1453552
280,1644736
281,4602816
282,1512384
283,1884976
284,1950160
285,1810336
286,1611664
287,2219152
288,1543824
289,2440064
290,1638288
291,2312560
292,1670672
293,2324784
294,1614720
295,2453248
296,1570080
297,2425952
298,1847584
299,2145840
300,1533472
301,2344960
302,1566768
303,2361072
304,1456960
305,2422592
306,1514608
307,2509056
308,1477872
309,1533120
310,2381984
311,2674080
312,1745232
313,2310848
314,1539792
315,2915680
316,1308496
317,2317904
318,1558992
319,2303552
320,1681984
321,2441664
322,1562960
323,2495936
324,1506160
325,2598624
326,3450784
327,1583600
328,2427040
329,1690960
330,2626912
331,1599776
332,2030704
333,1634688
334,2273984
335,1499040
336,1556352
337,2234016
338,1552592
339,1758304
340,1711392
341,1656864
342,1693776
343,2577664
344,1548256
345,2608240
346,1410896
347,2384928
348,1348224
349,2629056
350,1413152
351,2423920
