========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Baseline mode (no stressors) for 60 seconds...

Baseline period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 599
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 258.380 us
  Min: 152.208 us
  Max: 2013.056 us
Jitter:
  Mean: 1603.171 us
  Max: 3757.760 us
Response time:
  Mean: 1861.551 us
  Min: 1361.488 us
  Max: 3912.848 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 404472   7864  28420    0    0   120     7   88   51  6 14 80  0  0
 1  0      0 404472   7864  28440    0    0     0     0   14   17  0  1 99  0  0
 1  0      0 404472   7864  28440    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 404472   7864  28440    0    0     0     0   10   12  0  0 100  0  0
 0  0      0 404472   7864  28440    0    0     0   100   32   31  0  1 99  0  0
 0  0      0 404472   7864  28440    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 404472   7872  28436    0    0     0    72   28   27  0  1 98  2  0
 1  0      0 404472   7872  28440    0    0     0     0   14   16  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   11   19  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   15  0  1 99  0  0
 1  0      0 404472   7872  28440    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0    64   19   19  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   19   20  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   19  0  0 100  0  0
 1  0      0 404472   7872  28440    0    0     0     0   17   18  0  0 99  0  0
 0  0      0 404472   7872  28440    0    0     0     0    8   11  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   20  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   21  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   15   14  0  0 99  0  0
 1  0      0 404472   7872  28440    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   22  0  0 100  0  0
 1  0      0 404472   7872  28440    0    0     0     0   17   18  0  0 100  0  0
 2  0      0 404472   7872  28440    0    0     0     0   12   17  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0    8   12  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   20  0  0 100  0  0
 1  0      0 404472   7872  28440    0    0     0     0   19   16  0  1 99  0  0
 0  0      0 404472   7872  28440    0    0     0     0   13   18  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   14   15  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   13   17  0  0 100  0  0
 2  0      0 404472   7872  28440    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   11   17  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   16   17  0  0 99  0  0
 0  0      0 404472   7872  28440    0    0     0     0   14   13  0  0 100  0  0
 1  0      0 404472   7872  28440    0    0     0     0   20   23  0  0 99  0  0
 0  0      0 404472   7872  28440    0    0     0     0    9   12  0  0 100  0  0
 1  0      0 404472   7872  28440    0    0     0     0   12   18  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   10   12  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   15   19  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   13   15  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   19   20  0  0 100  0  0
 0  0      0 404472   7872  28440    0    0     0     0   12   13  0  0 100  0  0
