========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1001, got 1000)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    1 (0.050%)
RTL (us):
  Mean:   1644.141    Std dev: 527.297
  Min:     256.368    Max:     9646.352
  P50:    1495.424    P95:     2568.240
  P99:    3644.720    P99.9:   6530.800
Throughput: 608 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,4368384
2,1865216
3,3112432
4,2058112
5,2063104
6,4073296
7,2293088
8,1420592
9,2027264
10,1354080
11,3775056
12,1538016
13,1774128
14,1412816
15,2542272
16,1538000
17,2237440
18,1460736
19,1612768
20,1471296
21,1343392
22,1661488
23,1862144
24,1815952
25,1434416
26,1346352
27,1657312
28,1538848
29,3283584
30,1376832
31,1777328
32,2051968
33,1676672
34,1796496
35,3002480
36,1661008
37,1620800
38,1985328
39,2798320
40,1321280
41,2467248
42,1253552
43,3453728
44,3356256
45,1488352
46,2484096
47,1655248
48,1712816
49,1588480
50,1543104
51,1551664
52,3073552
53,1669648
54,3172112
55,1716032
56,1322832
57,1501760
58,2022608
59,1630960
60,1459840
61,1717824
62,1306624
63,2644704
64,1311952
65,1757280
66,1825232
67,1645296
68,1693568
69,1991392
70,1497792
71,1564224
72,1379520
73,1490992
74,1686128
75,1455904
76,3180144
77,1510736
78,2360144
79,1610176
80,1251920
81,1549744
82,1676128
83,1639888
84,1427392
85,1727776
86,2361568
87,1707472
88,2526384
89,2344240
90,1298400
91,1458400
92,1528160
93,1449392
94,2474048
95,1534896
96,2405552
97,1543456
98,2449552
99,1512592
100,1336880
101,2289088
102,1458544
103,1922784
104,1813568
105,1592848
106,1562576
107,1343408
108,1670640
109,1353312
110,1801456
111,1665616
112,1505680
113,2530080
114,1424160
115,991376
116,1346720
117,1552528
118,1629712
119,1480880
120,1649936
121,1361056
122,1626736
123,1488176
124,1195504
125,1667072
126,2339216
127,1573824
128,2256976
129,1499408
130,2656032
131,256368
132,3822112
133,2732832
134,1823152
135,1486528
136,1346112
137,1388288
138,1794336
139,1325328
140,1193744
141,1630032
142,1531296
143,1626832
144,1469888
145,1566816
146,1508368
147,1482160
148,1474288
149,2116992
150,1331776
151,1559040
152,1335280
153,1388336
154,1579904
155,1364912
156,2487824
157,1444832
158,1331344
159,1199184
160,1221984
161,1418384
162,1348304
163,2755760
164,909232
165,1559280
166,1502496
167,1531280
168,1473296
169,1619824
170,1424080
171,1167232
172,1448640
173,1257888
174,1688272
175,1799104
176,1315616
177,2335360
178,1252464
179,1312592
180,1467072
181,1646640
182,2164352
183,1339648
184,1542752
185,1452432
186,1316432
187,2165232
188,1324768
189,1580320
190,1366016
191,1548208
192,1881136
193,1496944
194,1546416
195,1723104
196,1417376
197,2058336
198,1399760
199,1503200
200,1498352
201,1760032
202,1986656
203,1531360
204,1394960
205,1409008
206,1542320
207,1688288
208,1946272
209,1596976
210,3884736
211,2091856
212,1792000
213,1156912
214,1487968
215,1448848
216,1097488
217,1491920
218,1943072
219,1397680
220,2135328
221,1653088
222,2202080
223,1475696
224,1210608
225,2318368
226,1398608
227,2412624
228,1456224
229,1535760
230,1479072
231,3547792
232,1500512
233,1868736
234,1531616
235,1845488
236,1645696
237,1407120
238,1126336
239,1840016
240,2189792
241,1718960
242,2045872
243,1289088
244,1481728
245,1299920
246,1678432
247,2755872
248,1583072
249,1624192
250,1631440
251,3163824
252,1824928
253,1434704
254,1286016
255,1669728
256,1325968
257,1699024
258,3697328
259,2460640
260,1328096
261,1284048
262,1615840
263,1293664
264,2476672
265,1480624
266,2568240
267,1397680
268,2195008
269,1673168
270,2944832
271,4468144
272,9646352
273,1984672
274,1391552
275,1994752
276,1181392
277,1707920
278,3644720
279,1966720
280,1458800
281,2864624
282,1611040
283,1677584
284,1731984
285,1721280
286,1485584
287,1339584
288,1997472
289,1406688
290,2235392
291,1367232
292,1503424
293,1994032
294,1286288
295,1367152
296,1630048
297,1542128
298,1457008
299,1337664
300,2159376
301,1582544
302,1532432
303,2285696
304,1405168
305,2417360
306,1411408
307,1537056
308,1691392
309,2184048
310,1425600
311,1414320
312,935536
313,1223568
314,1488144
315,1701136
316,1653024
317,1995152
318,1164288
319,1523120
320,1876032
321,1491408
322,2315104
323,1708240
324,1527216
325,1159696
326,1618512
327,1399872
328,1476752
329,1450976
330,1797504
331,1369424
332,2068496
333,1409088
334,1362160
335,1252064
336,1319008
337,6530800
338,1505216
339,1400416
340,1404752
341,1265520
342,1184272
343,1434736
344,1492368
345,1829008
346,1736288
347,1343888
348,3101792
349,2077792
350,1863792
351,1854352
