========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 1808, got 1807)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    2 (0.100%)
RTL (us):
  Mean:   1725.356    Std dev: 568.526
  Min:      65.632    Max:     7233.360
  P50:    1535.552    P95:     2821.968
  P99:    3892.896    P99.9:   6400.608
Throughput: 580 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,7233360
2,1781056
3,3223984
4,4610352
5,2406256
6,4000624
7,3067616
8,5076928
9,2201520
10,1645344
11,3892896
12,2650928
13,2312208
14,1714736
15,1557872
16,2812096
17,1538048
18,1666848
19,1363264
20,1152096
21,2091744
22,1650240
23,1707776
24,1291648
25,1565456
26,2006240
27,1532352
28,1495808
29,1860416
30,3768400
31,2595504
32,1619056
33,2990288
34,1509424
35,1620032
36,1658912
37,2235728
38,1887664
39,2508400
40,1541088
41,3020368
42,1741648
43,3064224
44,3129424
45,1781568
46,1464048
47,1423648
48,3165792
49,1765792
50,1573712
51,1610880
52,2406224
53,1259696
54,1476400
55,1429296
56,1585312
57,2927760
58,1517840
59,1842912
60,1349296
61,1504496
62,2357408
63,1394624
64,1482736
65,1387888
66,3086608
67,3319632
68,1584544
69,2423184
70,3937136
71,1130416
72,1550160
73,1456096
74,1327056
75,2496432
76,1400208
77,2533088
78,1488880
79,1261232
80,1603360
81,1635952
82,2102784
83,1423616
84,1224592
85,1890800
86,1896448
87,1872304
88,1538704
89,1996032
90,1479040
91,1305936
92,2158912
93,2925392
94,1549424
95,2577200
96,1688800
97,2073808
98,1404928
99,1237952
100,1554816
101,1554192
102,2205280
103,1573856
104,2327248
105,1571040
106,1366000
107,1547376
108,1374864
109,2236448
110,1349744
111,1389584
112,1646464
113,1473792
114,1562848
115,1533632
116,1379888
117,1483680
118,1605536
119,2586496
120,1614896
121,2223296
122,1163120
123,1645568
124,1268080
125,1503600
126,1397344
127,2092976
128,1502688
129,1535200
130,1589200
131,2117936
132,1223616
133,1470256
134,1713056
135,1320464
136,1509568
137,1495840
138,1361584
139,1278000
140,1223024
141,1451168
142,2155712
143,1232448
144,1532032
145,1349632
146,1532912
147,1446704
148,1476464
149,2252016
150,1251552
151,1537232
152,1358384
153,1292848
154,1642352
155,3056624
156,1600016
157,2880688
158,2163712
159,2161904
160,1624928
161,1466560
162,1680048
163,1186576
164,1677024
165,1581808
166,1189904
167,1572160
168,1259616
169,1142080
170,1539376
171,1322672
172,1784272
173,1665392
174,1331008
175,1490080
176,1343280
177,1565488
178,1273440
179,1413296
180,1428944
181,3963136
182,1404416
183,1280000
184,1248256
185,1370464
186,1683424
187,1505936
188,1617584
189,1346688
190,1365680
191,1829552
192,1506576
193,2050320
194,1591120
195,1385264
196,1647472
197,1448560
198,1517264
199,1714768
200,1803488
201,2187152
202,1296256
203,1629824
204,1427232
205,1452320
206,2074512
207,2866736
208,1383840
209,1623568
210,2162448
211,2711072
212,1558848
213,1511488
214,1147520
215,1349136
216,1404640
217,1078624
218,1685504
219,3080640
220,1341136
221,1537264
222,1767168
223,2304000
224,1330960
225,1554384
226,2274480
227,1420976
228,2034736
229,1667328
230,1402992
231,1573904
232,1268560
233,2059216
234,1424256
235,1692640
236,1635312
237,1363568
238,1986256
239,1580400
240,1623744
241,1404400
242,1371296
243,2365600
244,1430912
245,1607264
246,1263280
247,2451744
248,1375296
249,1322896
250,2306880
251,1845600
252,2289440
253,1457808
254,1478304
255,1490816
256,2987920
257,1526944
258,1482176
259,1444128
260,1459584
261,2040320
262,1482576
263,1675920
264,1227008
265,1373504
266,1914000
267,1609568
268,1774944
269,1317472
270,1366080
271,1525424
272,1541520
273,1769552
274,1565456
275,1538432
276,1333520
277,1640480
278,1798800
279,1663264
280,1828096
281,2381680
282,2906912
283,1520208
284,1802112
285,1306800
286,1317728
287,1659952
288,1494640
289,1525568
290,1053696
291,1355824
292,2416576
293,1583328
294,1395248
295,1694224
296,1447312
297,1598112
298,1721008
299,2594544
300,1326416
301,1520384
302,1486160
303,1473520
304,2348416
305,1707968
306,1749344
307,1575904
308,1374640
309,1660656
310,1443696
311,2282560
312,65632
313,1422160
314,2421552
315,1543024
316,1472976
317,2496448
318,1419408
319,2347216
320,1558736
321,1549184
322,1481520
323,2136800
324,1364688
325,1570688
326,1338576
327,1426800
328,1617696
329,1973280
330,1425664
331,1515216
332,2456976
333,1612192
334,2413408
335,1457824
336,1333616
337,1427312
338,1761520
339,1566848
340,1310464
341,1685584
342,1532208
343,1466480
344,1413616
345,2681520
346,1977104
347,1811728
348,1450592
349,2557120
350,1358800
