========================================
Speedometer RT Application (LI mode)
========================================

Configuring real-time environment...

Starting real-time loop (duration: 15s)...
Press Ctrl+C to stop early


========== SPEEDOMETER RT APPLICATION RESULTS ==========

Test Configuration:
  Period: 50.000 ms
  Deadline: 5.000 ms
  RT Priority: 99 (SCHED_FIFO)

Execution Statistics:
  Total cycles: 300
  Deadline misses: 1 (0.333%)

Execution Time (μs):
  Mean: 17.122
  Min: 11.664
  Max: 191.264
  50th percentile: 14.176
  95th percentile: 47.344
  99th percentile: 64.176
  99.9th percentile: 191.264

Jitter (μs):
  Mean: 1251.527
  Min: 991.024
  Max: 7592.592

Response Time (μs):
  Mean: 1268.649
  Min: 1003.520
  Max: 7606.960
  50th percentile: 1246.368
  95th percentile: 1499.280
  99th percentile: 2114.928
  99.9th percentile: 7606.960

========================================================
===CSV_START===
cycle,timestamp_s,execution_time_us,jitter_us,response_time_us,deadline_miss
1,0.051924,191.264,1923.664,2114.928,0
2,0.101115,12.800,1114.768,1127.568,0
3,0.151453,13.568,1453.376,1466.944,0
4,0.201128,12.528,1127.696,1140.224,0
5,0.251282,12.464,1282.080,1294.544,0
6,0.301221,13.152,1221.168,1234.320,0
7,0.351237,11.664,1237.232,1248.896,0
8,0.401109,12.880,1108.512,1121.392,0
9,0.451085,13.088,1085.296,1098.384,0
10,0.500991,12.496,991.024,1003.520,0
11,0.551528,15.360,1528.464,1543.824,0
12,0.601102,13.472,1101.504,1114.976,0
13,0.651173,15.088,1173.040,1188.128,0
14,0.701228,13.312,1228.448,1241.760,0
15,0.751235,13.264,1235.184,1248.448,0
16,0.801531,14.448,1530.624,1545.072,0
17,0.851229,14.080,1229.184,1243.264,0
18,0.901258,14.624,1257.888,1272.512,0
19,0.951249,14.480,1248.640,1263.120,0
20,1.001151,15.344,1150.512,1165.856,0
21,1.051230,14.816,1230.240,1245.056,0
22,1.101467,15.024,1467.152,1482.176,0
23,1.151111,13.856,1110.928,1124.784,0
24,1.201085,13.088,1085.360,1098.448,0
25,1.251221,12.864,1220.672,1233.536,0
26,1.301083,13.008,1082.992,1096.000,0
27,1.351238,12.944,1237.872,1250.816,0
28,1.401225,13.088,1225.184,1238.272,0
29,1.451267,13.472,1267.120,1280.592,0
30,1.501252,14.112,1251.696,1265.808,0
31,1.551453,14.976,1452.576,1467.552,0
32,1.601277,13.472,1277.408,1290.880,0
33,1.651228,15.744,1228.208,1243.952,0
34,1.701267,14.288,1267.008,1281.296,0
35,1.751262,13.280,1261.680,1274.960,0
36,1.801285,13.456,1284.992,1298.448,0
37,1.851243,13.248,1242.832,1256.080,0
38,1.901256,14.160,1255.936,1270.096,0
39,1.951252,14.144,1252.320,1266.464,0
40,2.001244,13.936,1243.648,1257.584,0
41,2.051208,15.248,1208.080,1223.328,0
42,2.101111,15.040,1110.720,1125.760,0
43,2.151224,15.824,1224.160,1239.984,0
44,2.201085,14.032,1085.312,1099.344,0
45,2.251248,14.384,1248.288,1262.672,0
46,2.301239,14.272,1239.344,1253.616,0
47,2.351218,14.768,1218.032,1232.800,0
48,2.401242,13.888,1241.904,1255.792,0
49,2.451106,13.760,1106.064,1119.824,0
50,2.501094,14.000,1094.128,1108.128,0
51,2.551263,15.232,1263.344,1278.576,0
52,2.601204,15.040,1204.496,1219.536,0
53,2.651123,15.056,1122.768,1137.824,0
54,2.701083,14.224,1083.264,1097.488,0
55,2.751215,14.208,1215.040,1229.248,0
56,2.801236,13.584,1235.504,1249.088,0
57,2.851222,14.256,1222.368,1236.624,0
58,2.901428,14.688,1427.728,1442.416,0
59,2.951278,13.376,1277.872,1291.248,0
60,3.001212,14.432,1212.032,1226.464,0
61,3.051291,14.144,1290.864,1305.008,0
62,3.101006,53.344,1006.160,1059.504,0
63,3.151293,15.776,1293.264,1309.040,0
64,3.201315,13.872,1315.376,1329.248,0
65,3.251227,12.576,1227.248,1239.824,0
66,3.301101,13.344,1101.408,1114.752,0
67,3.351577,13.360,1576.800,1590.160,0
68,3.401090,13.136,1089.648,1102.784,0
69,3.451239,13.200,1239.168,1252.368,0
70,3.501253,14.704,1252.704,1267.408,0
71,3.551121,13.440,1121.328,1134.768,0
72,3.601114,13.936,1114.272,1128.208,0
73,3.651236,14.464,1235.888,1250.352,0
74,3.701264,14.144,1263.920,1278.064,0
75,3.751214,14.480,1214.224,1228.704,0
76,3.801174,52.768,1174.304,1227.072,0
77,3.851535,15.488,1534.784,1550.272,0
78,3.901082,14.544,1082.336,1096.880,0
79,3.951313,59.792,1313.344,1373.136,0
80,4.001003,13.344,1003.216,1016.560,0
81,4.051232,13.072,1231.632,1244.704,0
82,4.101261,13.744,1260.944,1274.688,0
83,4.151243,12.352,1243.040,1255.392,0
84,4.201219,23.744,1218.960,1242.704,0
85,4.251254,14.064,1254.016,1268.080,0
86,4.301265,14.752,1264.576,1279.328,0
87,4.351133,13.712,1132.768,1146.480,0
88,4.401221,14.704,1221.408,1236.112,0
89,4.451637,13.504,1637.200,1650.704,0
90,4.501152,12.768,1151.712,1164.480,0
91,4.551158,64.176,1158.352,1222.528,0
92,4.601068,13.616,1067.520,1081.136,0
93,4.651259,13.824,1259.120,1272.944,0
94,4.701244,14.320,1243.776,1258.096,0
95,4.751091,13.360,1090.864,1104.224,0
96,4.801131,13.824,1130.784,1144.608,0
97,4.851435,15.344,1434.736,1450.080,0
98,4.901088,14.240,1088.176,1102.416,0
99,4.951117,13.424,1116.848,1130.272,0
100,5.001265,13.536,1265.056,1278.592,0
101,5.051244,14.480,1244.352,1258.832,0
102,5.107593,14.368,7592.592,7606.960,1
103,5.151231,15.328,1231.040,1246.368,0
104,5.201112,14.304,1111.536,1125.840,0
105,5.251286,13.216,1286.352,1299.568,0
106,5.301239,12.240,1238.944,1251.184,0
107,5.351433,14.144,1432.688,1446.832,0
108,5.401126,14.224,1125.552,1139.776,0
109,5.451313,13.152,1313.280,1326.432,0
110,5.501291,13.184,1291.024,1304.208,0
111,5.551115,14.544,1114.816,1129.360,0
112,5.601107,14.816,1106.880,1121.696,0
113,5.651225,13.472,1225.088,1238.560,0
114,5.701231,13.472,1230.624,1244.096,0
115,5.751259,14.208,1258.688,1272.896,0
116,5.801227,13.712,1226.592,1240.304,0
117,5.851157,53.728,1156.720,1210.448,0
118,5.901123,14.624,1122.528,1137.152,0
119,5.951236,13.376,1235.888,1249.264,0
120,6.001238,14.944,1238.400,1253.344,0
121,6.051240,13.664,1240.320,1253.984,0
122,6.101241,13.504,1241.328,1254.832,0
123,6.151088,13.760,1087.952,1101.712,0
124,6.201003,13.104,1003.392,1016.496,0
