========================================
SHM Ping-Pong Client
Scenario 2 - EB corbos Linux Evaluation
========================================
Messages:       2000
Message size:   64 B
Poll interval:  100 us
Echo timeout:   10 ms

Waiting for shm_echo to register (UUID: b2c3d4e5-f6a7-8901-bcde-f12345678901)...
Found shm_echo!

WARNING: seq mismatch (expected 673, got 672)
WARNING: seq mismatch (expected 956, got 955)

========== SHM PING-PONG RESULTS ==========
Messages sent:    2000
Messages lost:    13 (0.650%)
RTL (us):
  Mean:   2256.380    Std dev: 946.593
  Min:      47.152    Max:     9317.168
  P50:    1933.728    P95:     3845.632
  P99:    6765.648    P99.9:   8962.336
Throughput: 443 msg/s
============================================
===CSV_START===
Seq,RTT_ns
1,7399600
2,2866000
3,3551024
4,1478896
5,1435056
6,2705104
7,5302384
8,3682400
9,2257360
10,2258832
11,1430880
12,2550576
13,1561440
14,2396096
15,5066432
16,7502208
17,3453376
18,2290048
19,3160112
20,2578768
21,4362960
22,4141936
23,4108320
24,3666736
25,4155744
26,1545232
27,1965184
28,3509664
29,4705536
30,1667664
31,1916768
32,1709488
33,2920208
34,1572112
35,1613376
36,1911232
37,1877344
38,2484432
39,1679776
40,1836480
41,3747136
42,2680032
43,1453840
44,6181312
45,1614880
46,8892864
47,1460896
48,1987168
49,1853808
50,2771760
51,8491712
52,5203872
53,7474224
54,1985488
55,4398032
56,4686592
57,2527024
58,8619856
59,3748592
60,5301040
61,7427888
62,954544
63,6589472
64,1605072
65,2403648
66,6374512
67,7305136
68,9317168
69,3675360
70,7416176
71,3696336
72,3925392
73,3804464
74,8766272
75,4951376
76,2684128
77,1770368
78,1910960
79,2060192
80,1622400
81,1615584
82,2211504
83,1702464
84,2510176
85,1756240
86,2011392
87,1773488
88,2497584
89,1771648
90,4008736
91,1778672
92,1557024
93,2303056
94,1453136
95,2652880
96,1684016
97,2699456
98,1651840
99,1859552
100,1664848
101,2659040
102,1930624
103,1671984
104,1737536
105,2571520
106,1770080
107,1832288
108,1942304
109,2510240
110,1715360
111,1940144
112,1765456
113,2551280
114,1991952
115,1574416
116,4068208
117,1668224
118,2426816
119,1638368
120,2009744
121,1601376
122,2708192
123,2133072
124,1602944
125,1516048
126,2671664
127,1714736
128,2456624
129,1564704
130,2240000
131,1595840
132,2072640
133,2007616
134,1922272
135,1978208
136,2489760
137,1793680
138,1842704
139,4128800
140,1730656
141,2440128
142,1612656
143,1991216
144,1543008
145,4052944
146,2558880
147,1829072
148,2300816
149,1805408
150,2084464
151,1538848
152,2667552
153,3494576
154,1421168
155,1610368
156,2449280
157,2845888
158,1682080
159,2083696
160,1972016
161,1906320
162,1917104
163,2998144
164,1724848
165,2215632
166,1569088
167,2211552
168,1817248
169,1699344
170,1643632
171,2290096
172,1760384
173,2170096
174,1450192
175,3192640
176,1665392
177,1784352
178,2106624
179,1788224
180,1997024
181,1939168
182,1549904
183,2816880
184,1670160
185,1977488
186,1897952
187,1875904
188,1660912
189,2444288
190,1908672
191,2237984
192,1740256
193,2560416
194,1785168
195,1825120
196,2053840
197,1849232
198,1934000
199,1917216
200,1615488
201,2706112
202,1782704
203,1911088
204,1653488
205,2540768
206,1801264
207,2173216
208,2180576
209,1856048
210,1781568
211,2143648
212,1670304
213,2649888
214,1756080
215,1721328
216,1615168
217,2544848
218,1751216
219,2190464
220,1402928
221,2858704
222,1776000
223,1594896
224,1749584
225,4165504
226,1984400
227,1926448
228,1873024
229,1421056
230,2608064
231,1464240
232,2519792
233,1927520
234,2659296
235,1459536
236,2127056
237,1751216
238,2321360
239,1645824
240,2922432
241,1782896
242,1908400
243,1868704
244,1535328
245,1748320
246,2383568
247,2001008
248,2079872
249,1741424
250,2157936
251,1787648
252,2053808
253,1994288
254,3417440
255,2654272
256,1752096
257,2407152
258,1994256
259,1985856
260,1790480
261,3706528
262,2456272
263,1758944
264,2108320
265,1864256
266,1922800
267,1604592
268,2669552
269,2034944
270,2194512
271,1864704
272,3566224
273,2604208
274,1947488
275,1994784
276,1896944
277,2070992
278,1877584
279,1742944
280,1878672
281,2365552
282,1757408
283,2087952
284,1907936
285,1708528
286,1910624
287,1977312
288,1815072
289,2600176
290,1850816
291,1974032
292,1870048
293,1797280
294,1803408
295,2596816
296,1574800
297,2041536
298,1771200
299,2554912
300,1593824
301,2083584
302,1780608
303,2028208
304,1609728
305,2458592
306,1649952
307,2738560
308,1589648
309,2113744
310,1956496
311,2012800
312,1833248
313,2919712
314,2022560
315,3078960
316,1891600
317,1625824
318,2535216
319,1509136
320,2655632
321,1728640
322,2077568
323,2488080
324,1848432
325,1799280
326,2216720
327,1967392
328,3458336
329,47152
330,2725136
331,1677568
332,2027184
333,1573456
334,1883600
335,2150192
336,1791280
337,1829952
338,2263776
339,2168064
340,2137376
341,2006112
342,1603904
343,1721408
344,3203920
345,3092208
346,1667008
347,3053216
348,1622320
349,1964640
350,1651024
351,1642960
352,1573888
353,2850720
354,2194272
355,4136512
356,1813696
357,1973824
358,1783344
359,1842896
360,2197344
361,1858000
362,1821088
363,2040000
364,1844352
365,1530752
366,3264560
367,2162944
368,2137600
369,1775600
370,1500496
371,1726656
372,2035664
373,1739056
374,2037632
375,1492544
376,2558656
377,1710448
378,1933056
379,1664976
380,2399584
381,1750480
382,2628992
383,1805904
384,1983008
385,1659696
386,2453200
387,1830304
388,1951168
389,1626736
390,2446352
391,1688208
392,2047472
393,1726128
394,2466912
395,1884880
396,2018128
397,1958480
398,1857616
399,1519792
400,2554912
401,1694976
402,2640672
403,1694256
404,1840144
405,1701808
406,2848944
407,1968800
408,3585280
409,2151088
410,1886448
411,1879760
412,2030016
413,1788384
414,1711488
415,2492608
416,1773136
417,2218656
418,1788368
419,2499392
420,1699520
421,1666160
422,2029904
423,2499680
424,1676336
425,2086832
426,1706480
427,2288272
428,1575040
429,2503728
430,1556800
431,3007168
432,1612832
433,3371088
434,2125744
435,1800720
436,2071232
437,1756912
438,2661328
439,1593872
440,1885056
441,1810256
442,2419936
443,1883600
444,2111312
445,1816464
446,2025280
447,1751792
448,2346992
449,1828992
450,2201760
451,1706736
452,1970176
453,1961968
454,2682384
455,1838032
456,1797088
457,1892576
458,2021968
459,1752096
460,3032704
461,3484512
462,1787952
463,1666432
464,1611856
465,2368096
466,1616352
467,2550736
468,1449440
469,2679216
470,1713568
471,2564400
472,1706096
473,1813216
474,1531856
475,2810624
476,1490336
477,2629552
478,1844064
479,1813952
480,1848880
481,1674832
482,1650608
483,2751248
484,1710816
485,2657728
486,3736960
487,1926768
488,3126176
489,3217920
490,2248992
491,4017760
492,3261104
493,2232832
494,1769680
495,2573664
496,1454160
497,1907296
498,1819792
499,2375232
500,2197168
501,4392512
502,2860784
503,2105392
504,2317824
505,2000480
506,6015872
507,1811872
508,3425104
509,1958528
510,6223888
511,7050992
512,6880848
513,1686560
514,2559472
515,2073520
516,1836208
517,3816240
518,1599344
519,2304720
520,1684976
521,2087120
522,1598384
523,3671408
524,4052768
525,2405072
526,1549040
527,1492608
528,990624
529,2678016
530,6176288
531,7521328
532,3994432
533,3783248
534,1649904
535,3131584
536,4884240
537,2087376
538,4467136
539,3522496
540,8331600
541,6169904
542,3534112
543,2517120
544,3566096
545,1485600
546,4220288
547,2520592
548,4189984
549,4945840
550,2553488
551,3962608
552,4302848
553,2613936
554,1574464
555,5027568
556,2388416
557,2000432
558,2889824
559,2718896
560,2091392
561,2342352
562,3071904
563,1860016
564,2473408
565,1634448
566,1917328
567,1448192
568,1512096
569,2678016
570,2879552
571,1727152
572,1668480
573,1642160
574,1460560
575,2361024
576,1501424
577,2508432
578,2339360
579,1537024
580,2389072
581,1709344
582,2464112
583,1543568
584,2837568
585,1827040
586,1761168
587,1776320
588,2621216
589,2167008
590,1727904
591,1567296
592,2067408
593,1406752
594,2879712
595,1837472
596,3222048
597,3182848
598,1727168
599,2232928
600,1696992
601,1710288
602,1887648
603,1818336
604,3117904
605,1283808
606,2058272
607,2938272
608,3142320
609,1701584
610,2005328
611,4040640
612,1796288
613,2426128
614,1529536
615,1994704
616,1466752
617,3518304
618,3207824
619,2598672
620,3161024
621,2439472
622,4250240
623,2198176
624,971184
625,1399264
626,2467920
627,1818944
628,2681120
629,1559200
630,2646960
631,1091408
632,2997376
633,1518208
634,2165104
635,1809952
636,2178160
637,1690592
638,2285984
639,1763152
640,2182224
641,1744896
642,2064000
643,1578864
644,2473984
645,1764704
646,2779296
647,1557760
648,2340080
649,1421552
650,1895216
651,1427824
652,2730464
653,1680816
654,2785664
655,1990368
656,2257792
657,1813680
658,1579120
659,1691648
660,2249136
661,1761200
662,2742704
663,1534752
664,3607168
665,4354992
666,1821808
667,3490224
668,2574544
669,1739264
670,2551792
671,3234528
672,1835056
673,1989952
674,1603136
675,3356688
676,1711216
677,5812352
678,2026544
679,1738192
680,1627568
681,2676864
682,1654272
683,3506624
684,2656608
685,1809232
686,1836656
687,2271328
688,2007952
689,1533456
690,2777696
691,1491008
692,1879808
693,1842448
694,2715456
695,1407504
696,2042176
697,1605296
698,2287872
699,1905152
700,1920368
701,1790480
702,2903344
703,1597648
704,1812432
705,1395840
706,2446688
707,1851360
708,2704336
709,1887472
710,3851776
711,3366592
712,2632224
713,2008656
714,1998144
715,1699760
716,2345408
717,1853232
718,2026496
719,1698288
720,2015504
721,1649648
722,3044480
723,1561664
724,1821664
725,1741248
726,2538176
727,1616144
728,1810240
729,1932928
730,1969328
731,1514848
732,2656496
733,1757040
734,2068320
735,2002064
736,2148496
737,1539776
738,2828752
739,3306832
740,1777632
741,2490816
742,1817776
743,1886032
744,1735200
745,2859376
746,1757552
747,1845952
748,1893152
749,1841056
750,1764128
751,1962736
752,1500160
753,2606752
754,1594640
755,2501808
756,1651728
757,2734416
758,1900048
759,2381600
760,3017808
761,1843936
762,2122464
763,1399856
764,1676816
765,1863472
766,3003328
767,1765232
768,1571248
769,1943600
770,1782304
771,1849440
772,2977184
773,1482016
774,1940880
775,1572608
776,2459536
777,1891408
778,1766896
779,1527056
780,2915536
781,1730768
782,2472704
783,1631536
784,2006272
785,1663776
786,2969152
787,1982832
788,1229552
789,1706432
790,2374128
791,1836528
792,1903568
793,1580544
794,1611008
795,1787776
796,1801504
797,1808096
798,2439568
799,1610544
800,2017248
801,1919328
802,2346288
803,1814144
804,2776560
805,1699264
806,1879584
807,1527040
808,1640576
809,2874208
810,2329648
811,1777824
812,1822320
813,1555072
814,1881936
815,1889456
816,2191872
817,1971824
818,1731712
819,1821920
820,2776752
821,1640720
822,1968144
823,1833888
824,3091504
825,1583344
826,1966560
827,1712048
828,1810288
829,1716208
830,2284272
831,1735680
832,2676768
833,1586912
834,1849904
835,1553664
836,2649856
837,1848608
838,2060448
839,1561552
840,2313296
841,1626768
842,2635536
843,1668432
844,1890896
845,1764240
846,2344576
847,1658080
848,2889840
849,1798592
850,3446464
851,2918176
852,1719888
853,1714240
854,1664224
855,2628992
856,1465744
857,1857536
858,1527728
859,2466336
860,2076576
861,1912288
862,1582192
863,2466032
864,1782464
865,2664000
866,1831888
867,1726480
868,1849136
869,2559232
870,2035520
871,1976272
872,1684384
873,1853152
874,1529648
875,2664064
876,1700256
877,2087584
878,1743360
879,2122032
880,2126640
881,1764400
882,1806480
883,2488496
884,1597984
885,2580240
886,1737216
887,1948576
888,1730032
889,1821920
890,1742992
891,2600320
892,1733744
893,2616144
894,1789296
895,1984592
896,1801776
897,1999536
898,1561488
899,2379792
900,1885808
901,2274336
902,1694304
903,2298592
904,1610704
905,2772800
906,1583136
907,1891376
908,1922752
909,1803232
910,1946384
911,2648544
912,1603744
913,1892960
914,1830544
915,2208592
916,1477744
917,2587408
918,1804384
919,2416592
920,1739072
921,2012192
922,1907104
923,2005808
924,1858240
925,2791744
926,2894736
927,1453600
928,1771504
929,2618640
930,2567824
931,1842640
932,2881664
933,1543744
934,2285632
935,1821664
936,1783168
937,1627168
938,1987776
939,1959648
940,2560592
941,2008928
942,1835664
943,1643968
944,3452576
945,2883760
946,1970544
947,4321984
948,1914096
949,5345696
950,1337024
951,1327280
952,1249600
953,3706560
954,1599440
955,2481840
956,1735152
957,2392368
958,1758864
959,1322816
960,1830608
961,2144784
962,1892720
963,2091072
964,1540672
965,2683760
966,1909248
967,5713488
968,1940688
969,2365872
970,1837200
971,2213680
972,2472048
973,3389120
974,1736096
975,2024480
976,1729616
977,2102976
978,1520880
979,1026160
980,1970048
981,1708832
982,3744544
983,2562048
984,2025760
985,1655936
986,1526928
987,2578000
988,1683504
989,2309760
990,5739376
991,2011296
992,1879696
993,2744112
994,1799168
995,1850656
996,1747136
997,2389744
998,1996048
999,1942640
1000,1717872
1001,1772528
1002,1805200
1003,2331280
1004,1988032
1005,1848896
1006,1745536
1007,2890848
1008,1654160
1009,1748960
1010,1955632
1011,1819344
1012,1993248
1013,2947984
1014,1587648
1015,2075504
1016,1506224
1017,1729008
1018,2019616
1019,2540816
1020,1844464
1021,1747312
1022,1719776
1023,2426144
1024,1455216
1025,3229488
1026,3729408
1027,1798704
1028,1675792
1029,1784320
1030,2302512
1031,1754752
1032,2396704
1033,1525776
1034,2175984
1035,1633328
1036,2125040
1037,1956288
1038,2142384
1039,1868304
1040,2428272
1041,1696032
1042,1946976
1043,1672528
1044,2273344
1045,1984720
1046,2603120
1047,1746256
1048,3570672
1049,1894784
1050,1821168
1051,2667024
1052,1762720
1053,1777232
1054,2025712
1055,2078448
1056,1797584
1057,2319728
1058,1893088
1059,1790256
1060,1687840
1061,4180928
1062,2235920
1063,1515792
1064,2969376
1065,1626720
1066,1740512
1067,1483632
1068,2859616
1069,1687584
1070,2195504
1071,1690864
1072,2576816
1073,1485600
1074,2287088
1075,1798880
1076,1862176
1077,1904016
1078,2392320
1079,1672224
1080,2443232
1081,1705584
1082,2811056
1083,1670240
1084,1675152
1085,1733504
1086,2538176
1087,1661488
1088,1927616
1089,1939040
1090,1776192
1091,1614496
1092,2706576
1093,1484768
1094,2315360
1095,1993824
1096,2009488
1097,2108592
1098,4511488
1099,2322000
1100,1697664
1101,1582448
1102,1893712
1103,1714864
1104,1672064
1105,2543616
1106,1714928
1107,2110528
1108,1836400
1109,2624144
1110,1503168
1111,1815152
1112,2025520
1113,2171632
1114,4116000
1115,1655472
1116,2333904
1117,1859344
1118,1736736
1119,1887504
1120,2783904
1121,1679600
1122,2000736
1123,1612016
1124,2611568
1125,1730960
1126,3674192
1127,2093424
1128,1692656
1129,2966128
1130,1542240
1131,1783520
1132,1780720
1133,2376176
1134,1629888
1135,2654864
1136,1661648
1137,2480960
1138,1612416
1139,3184736
1140,2686848
