stress-ng: info:  [432] setting to a 60 second run per stressor
stress-ng: info:  [432] dispatching hogs: 2 cpu, 2 io, 2 cache, 2 stream
stress-ng: info:  [439] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [439] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [439] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [439] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [439] stress-ng-stream: memory rate: 58.94 MB/sec, 23.58 Mflop/sec (instance 0)
stress-ng: info:  [440] stress-ng-stream: memory rate: 57.62 MB/sec, 23.05 Mflop/sec (instance 1)
stress-ng: info:  [432] successful run completed in 61.28s (1 min, 1.28 secs)
stress-ng: info:  [432] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [432]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [432] cpu                 404     60.78     25.30      2.84         6.65          14.36
stress-ng: info:  [432] io                 6365     60.07      2.48     20.78       105.96         273.65
stress-ng: info:  [432] cache               304     60.11     26.62      3.02         5.06          10.26
stress-ng: info:  [432] stream              174     60.58     25.22      2.72         2.87           6.23
stress-ng: info:  [432] stream            58.28 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [432] stream            23.31 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --cpu 0 --cpu-method all --io 2 --cache 2 --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 2 (0.17%)
Execution time:
  Mean: 221.514 us
  Min: 127.424 us
  Max: 3055.856 us
Jitter:
  Mean: 2068.735 us
  Max: 17200.832 us
Response time:
  Mean: 2290.249 us
  Min: 1259.040 us
  Max: 17416.288 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 400872   8376  31008    0    0    18    10  345  385 58 25 17  0  0 1970-01-01 00:10:55
 9  0      0 371360   8376  35076    0    0     0   260  633  642 31 54 16  0  0 1970-01-01 00:10:56
 8  0      0 371236   8376  35236    0    0     0    16  861  981 62 38  0  0  0 1970-01-01 00:10:57
 9  0      0 371112   8376  35236    0    0     0    16  881 1037 74 26  0  0  0 1970-01-01 00:10:58
 8  0      0 369624   8376  35236    0    0     0    16  867 1000 71 29  0  0  0 1970-01-01 00:10:59
 8  0      0 369252   8376  35236    0    0     0    16  893 1070 73 27  0  0  0 1970-01-01 00:11:00
 8  0      0 369252   8376  35236    0    0     0    16  877 1065 73 27  0  0  0 1970-01-01 00:11:01
 8  0      0 369252   8376  35236    0    0     0    16  844  981 77 23  0  0  0 1970-01-01 00:11:02
 8  0      0 369252   8376  35236    0    0     0    16  860 1004 75 25  0  0  0 1970-01-01 00:11:04
 9  0      0 369252   8376  35236    0    0     0    16  858 1051 76 24  0  0  0 1970-01-01 00:11:05
 8  0      0 369252   8376  35236    0    0     0    16  847  987 77 23  0  0  0 1970-01-01 00:11:06
 8  0      0 369252   8376  35236    0    0     0    16  865 1021 73 27  0  0  0 1970-01-01 00:11:07
 8  0      0 369252   8376  35236    0    0     0    16  851  996 74 26  0  0  0 1970-01-01 00:11:08
 9  0      0 369252   8376  35236    0    0     0    16  903 1089 68 32  0  0  0 1970-01-01 00:11:09
 9  0      0 368260   8376  35236    0    0     0    16  851  990 72 28  0  0  0 1970-01-01 00:11:10
 8  0      0 367640   8376  35236    0    0     0    16  869 1007 70 30  0  0  0 1970-01-01 00:11:11
 8  0      0 367640   8376  35236    0    0     0    16  860 1026 73 27  0  0  0 1970-01-01 00:11:12
 9  0      0 367640   8376  35236    0    0     0    16  868 1025 73 27  0  0  0 1970-01-01 00:11:13
 9  0      0 367640   8376  35236    0    0     0    16  890 1066 73 27  0  0  0 1970-01-01 00:11:14
 8  0      0 367640   8376  35236    0    0     0    16  880 1051 73 27  0  0  0 1970-01-01 00:11:15
 8  0      0 367640   8376  35236    0    0     0    16  883 1057 70 30  0  0  0 1970-01-01 00:11:16
 8  0      0 367640   8376  35236    0    0     0    16  848  979 77 23  0  0  0 1970-01-01 00:11:17
