stress-ng: info:  [326] setting to a 60 second run per stressor
stress-ng: info:  [326] dispatching hogs: 2 stream
stress-ng: info:  [327] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [327] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [327] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [327] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [327] stress-ng-stream: memory rate: 332.95 MB/sec, 133.18 Mflop/sec (instance 0)
stress-ng: info:  [328] stress-ng-stream: memory rate: 332.46 MB/sec, 132.98 Mflop/sec (instance 1)
stress-ng: info:  [326] successful run completed in 60.31s (1 min, 0.31 secs)
stress-ng: info:  [326] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [326]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [326] stream              998     60.22    119.12      0.47        16.57           8.35
stress-ng: info:  [326] stream           332.70 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [326] stream           133.08 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 6 (0.50%)
Execution time:
  Mean: 260.834 us
  Min: 133.616 us
  Max: 6531.792 us
Jitter:
  Mean: 1905.066 us
  Max: 93545.680 us
Response time:
  Mean: 2165.900 us
  Min: 1110.224 us
  Max: 93964.880 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 406268   3700  30724    0    0    26     5  212   28 73  7 20  0  0 1970-01-01 00:07:17
 2  0      0 379112   3700  32880    0    0     0     0  465   95 61 23 16  0  0 1970-01-01 00:07:18
 2  0      0 379112   3700  32880    0    0     0     0  510   24 100  0  0  0  0 1970-01-01 00:07:19
 2  0      0 379112   3700  32880    0    0     0    52  510   26 100  0  0  0  0 1970-01-01 00:07:20
 3  0      0 379112   3700  32880    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:07:21
 2  0      0 379112   3708  32880    0    0     0   128  522   36 99  1  0  0  0 1970-01-01 00:07:22
 3  0      0 379112   3708  32880    0    0     0     0  506   20 100  0  0  0  0 1970-01-01 00:07:23
 2  0      0 379112   3708  32880    0    0     0     0  506   24 99  1  0  0  0 1970-01-01 00:07:24
 2  0      0 379112   3708  32880    0    0     0     0  511   22 100  0  0  0  0 1970-01-01 00:07:25
 2  0      0 379112   3708  32880    0    0     0   116  512   26 99  1  0  0  0 1970-01-01 00:07:26
 2  0      0 379112   3708  32880    0    0     0     0  513   22 100  0  0  0  0 1970-01-01 00:07:27
 2  0      0 379112   3716  32880    0    0     0    12  516   36 99  1  0  0  0 1970-01-01 00:07:28
 2  0      0 379112   3716  32880    0    0     0     0  504   19 100  0  0  0  0 1970-01-01 00:07:29
 2  0      0 379112   3716  32880    0    0     0     0  509   21 100  0  0  0  0 1970-01-01 00:07:30
 2  0      0 379112   3716  32880    0    0     0     0  500   18 99  1  0  0  0 1970-01-01 00:07:31
 2  0      0 379112   3716  32880    0    0     0     0  509   27 100  0  0  0  0 1970-01-01 00:07:32
 3  0      0 379112   3716  32880    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:07:33
 2  0      0 379112   3724  32880    0    0     0    12  520   38 99  1  0  0  0 1970-01-01 00:07:34
 2  0      0 379112   3724  32880    0    0     0     0  506   18 100  0  0  0  0 1970-01-01 00:07:35
