stress-ng: info:  [326] setting to a 60 second run per stressor
stress-ng: info:  [326] dispatching hogs: 2 stream
stress-ng: info:  [327] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [327] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [327] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [327] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [327] stress-ng-stream: memory rate: 332.95 MB/sec, 133.18 Mflop/sec (instance 0)
stress-ng: info:  [328] stress-ng-stream: memory rate: 332.46 MB/sec, 132.98 Mflop/sec (instance 1)
stress-ng: info:  [326] successful run completed in 60.31s (1 min, 0.31 secs)
stress-ng: info:  [326] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [326]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [326] stream              998     60.22    119.12      0.47        16.57           8.35
stress-ng: info:  [326] stream           332.70 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [326] stream           133.08 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 6 (0.50%)
Execution time:
  Mean: 260.834 us
  Min: 133.616 us
  Max: 6531.792 us
Jitter:
  Mean: 1905.066 us
  Max: 93545.680 us
Response time:
  Mean: 2165.900 us
  Min: 1110.224 us
  Max: 93964.880 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 379112   3724  32880    0    0     0     0  504   24 100  0  0  0  0 1970-01-01 00:07:36
 2  0      0 379112   3724  32880    0    0     0     0  509   22 100  0  0  0  0 1970-01-01 00:07:37
 2  0      0 379112   3724  32880    0    0     0     0  507   22 100  0  0  0  0 1970-01-01 00:07:38
 2  0      0 379112   3724  32880    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:07:39
 2  0      0 379112   3732  32880    0    0     0    12  524   42 99  1  0  0  0 1970-01-01 00:07:40
 3  0      0 379112   3732  32880    0    0     0     0  506   20 100  0  0  0  0 1970-01-01 00:07:41
 2  0      0 379112   3732  32880    0    0     0     0  507   20 100  0  0  0  0 1970-01-01 00:07:42
 2  0      0 379112   3732  32880    0    0     0     0  507   22 100  0  0  0  0 1970-01-01 00:07:43
 2  0      0 379112   3732  32880    0    0     0     0  437   25 99  1  0  0  0 1970-01-01 00:07:44
 2  0      0 379112   3732  32880    0    0     0     0  487   14 100  0  0  0  0 1970-01-01 00:07:45
 2  0      0 379112   3740  32880    0    0     0    12  516   34 99  1  0  0  0 1970-01-01 00:07:46
 2  0      0 379112   3740  32880    0    0     0     0  509   20 100  0  0  0  0 1970-01-01 00:07:47
 2  0      0 379112   3740  32880    0    0     0     0  510   26 99  1  0  0  0 1970-01-01 00:07:48
 3  0      0 379112   3740  32880    0    0     0     0  510   25 100  0  0  0  0 1970-01-01 00:07:49
 2  0      0 379112   3740  32880    0    0     0     0  511   23 100  0  0  0  0 1970-01-01 00:07:50
 2  0      0 379112   3740  32880    0    0     0     0  512   20 100  0  0  0  0 1970-01-01 00:07:51
 2  0      0 379112   3748  32880    0    0     0    12  511   39 100  0  0  0  0 1970-01-01 00:07:52
 3  0      0 379112   3748  32880    0    0     0     0  506   15 100  0  0  0  0 1970-01-01 00:07:53
 2  0      0 379112   3748  32880    0    0     0     0  503   23 100  0  0  0  0 1970-01-01 00:07:54
 2  0      0 379112   3748  32880    0    0     0     0  507   20 100  0  0  0  0 1970-01-01 00:07:55
 2  0      0 379112   3748  32884    0    0     0     0  511   26 100  0  0  0  0 1970-01-01 00:07:56
 2  0      0 379112   3748  32884    0    0     0     0  513   22 100  0  0  0  0 1970-01-01 00:07:57
 3  0      0 379112   3756  32884    0    0     0    12  511   32 100  0  0  0  0 1970-01-01 00:07:58
 2  0      0 379112   3756  32884    0    0     0     0  506   16 100  0  0  0  0 1970-01-01 00:07:59
 2  0      0 379112   3756  32884    0    0     0     0  507   30 100  0  0  0  0 1970-01-01 00:08:00
 2  0      0 379112   3756  32884    0    0     0     0  509   18 100  0  0  0  0 1970-01-01 00:08:01
 2  0      0 379112   3756  32884    0    0     0     0  512   24 100  0  0  0  0 1970-01-01 00:08:02
 2  0      0 379112   3756  32884    0    0     0     0  508   16 100  0  0  0  0 1970-01-01 00:08:03
 2  0      0 379112   3764  32884    0    0     0    12  510   37 99  1  0  0  0 1970-01-01 00:08:04
 2  0      0 379112   3764  32884    0    0     0     0  506   16 100  0  0  0  0 1970-01-01 00:08:05
 2  0      0 379112   3764  32884    0    0     0     0  504   26 100  0  0  0  0 1970-01-01 00:08:06
 2  0      0 379112   3764  32884    0    0     0     0  508   18 100  0  0  0  0 1970-01-01 00:08:07
 2  0      0 379112   3764  32884    0    0     0     0  505   25 100  0  0  0  0 1970-01-01 00:08:08
 2  0      0 379112   3764  32884    0    0     0     0  506   18 100  0  0  0  0 1970-01-01 00:08:09
 2  0      0 379112   3772  32884    0    0     0    12  519   34 100  0  0  0  0 1970-01-01 00:08:10
 2  0      0 379112   3772  32884    0    0     0     0  505   15 100  0  0  0  0 1970-01-01 00:08:11
 2  0      0 379112   3772  32884    0    0     0     0  510   28 100  0  0  0  0 1970-01-01 00:08:12
 2  0      0 379112   3772  32884    0    0     0     0  506   16 100  0  0  0  0 1970-01-01 00:08:13
 2  0      0 379112   3772  32884    0    0     0     0  509   21 100  0  0  0  0 1970-01-01 00:08:14
 3  0      0 379112   3772  32884    0    0     0     0  510   18 100  0  0  0  0 1970-01-01 00:08:15
 2  0      0 379112   3780  32884    0    0     0    12  513   42 99  1  0  0  0 1970-01-01 00:08:16
 2  0      0 402444   3780  32884    0    0     0     0  507   67 85 15  0  0  0 1970-01-01 00:08:17
 0  0      0 405996   3780  30724    0    0     0     0  149   76  4 20 76  0  0 1970-01-01 00:08:18
 1  0      0 405996   3780  30724    0    0     0     0   30   40  0  2 98  0  0 1970-01-01 00:08:19
 1  0      0 405996   3780  30724    0    0     0     0   47   47  0  2 98  0  0 1970-01-01 00:08:20
 1  0      0 405996   3788  30724    0    0     0    12   63   55  0  3 95  2  0 1970-01-01 00:08:21
===VMSTAT_END===
