stress-ng: info:  [345] setting to a 60 second run per stressor
stress-ng: info:  [345] dispatching hogs: 2 stream
stress-ng: info:  [346] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [346] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [346] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [346] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [346] stress-ng-stream: memory rate: 306.27 MB/sec, 122.51 Mflop/sec (instance 0)
stress-ng: info:  [347] stress-ng-stream: memory rate: 307.12 MB/sec, 122.85 Mflop/sec (instance 1)
stress-ng: info:  [345] successful run completed in 60.33s (1 min, 0.33 secs)
stress-ng: info:  [345] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [345]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [345] stream              918     60.21    119.10      0.49        15.25           7.68
stress-ng: info:  [345] stream           306.70 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [345] stream           122.68 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 159.002 us
  Min: 132.320 us
  Max: 1823.312 us
Jitter:
  Mean: 1302.912 us
  Max: 8038.160 us
Response time:
  Mean: 1461.915 us
  Min: 1060.080 us
  Max: 8173.776 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 406432   3812  30724    0    0    22     5  212   26 73  7 20  0  0 1970-01-01 00:08:36
 2  0      0 379400   3812  32880    0    0     0     0  468   97 59 24 17  0  0 1970-01-01 00:08:37
 2  0      0 379400   3812  32880    0    0     0     0  512   22 100  0  0  0  0 1970-01-01 00:08:38
 3  0      0 379400   3812  32880    0    0     0     0  508   22 100  0  0  0  0 1970-01-01 00:08:39
 3  0      0 379400   3812  32880    0    0     0     0  507   19 100  0  0  0  0 1970-01-01 00:08:40
 2  0      0 379400   3820  32884    0    0     0   128  513   35 100  0  0  0  0 1970-01-01 00:08:41
 2  0      0 379400   3820  32884    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:08:42
 2  0      0 379400   3820  32884    0    0     0     0  506   22 100  0  0  0  0 1970-01-01 00:08:43
 3  0      0 379400   3820  32884    0    0     0     0  505   20 100  0  0  0  0 1970-01-01 00:08:44
 2  0      0 379400   3820  32884    0    0     0     0  514   24 100  0  0  0  0 1970-01-01 00:08:45
 2  0      0 379400   3820  32884    0    0     0     0  510   18 100  0  0  0  0 1970-01-01 00:08:46
 2  0      0 379400   3828  32884    0    0     0    12  513   33 99  1  0  0  0 1970-01-01 00:08:47
 3  0      0 379400   3828  32884    0    0     0     0  510   22 100  0  0  0  0 1970-01-01 00:08:48
 2  0      0 379400   3828  32884    0    0     0     0  510   23 100  0  0  0  0 1970-01-01 00:08:49
 2  0      0 379400   3828  32884    0    0     0     0  510   18 100  0  0  0  0 1970-01-01 00:08:50
 2  0      0 379400   3828  32884    0    0     0     0  512   20 100  0  0  0  0 1970-01-01 00:08:51
 2  0      0 379400   3828  32884    0    0     0     0  506   18 100  0  0  0  0 1970-01-01 00:08:52
 2  0      0 379400   3836  32884    0    0     0    12  516   34 99  1  0  0  0 1970-01-01 00:08:53
 2  0      0 379400   3836  32884    0    0     0    16  510   22 100  0  0  0  0 1970-01-01 00:08:54
 2  0      0 379400   3836  32884    0    0     0     0  506   20 100  0  0  0  0 1970-01-01 00:08:55
 2  0      0 379400   3836  32884    0    0     0     0  504   20 100  0  0  0  0 1970-01-01 00:08:56
 3  0      0 379400   3836  32884    0    0     0     0  505   20 100  0  0  0  0 1970-01-01 00:08:57
 2  0      0 379400   3836  32884    0    0     0     0  508   18 100  0  0  0  0 1970-01-01 00:08:58
 2  0      0 379400   3844  32884    0    0     0    12  515   35 100  0  0  0  0 1970-01-01 00:08:59
 2  0      0 379400   3844  32884    0    0     0     0  513   29 100  0  0  0  0 1970-01-01 00:09:00
