stress-ng: info:  [383] setting to a 60 second run per stressor
stress-ng: info:  [383] dispatching hogs: 2 stream
stress-ng: info:  [384] stress-ng-stream: using built-in defaults as no suitable cache found
stress-ng: info:  [384] stress-ng-stream: stressor loosely based on a variant of the STREAM benchmark code
stress-ng: info:  [384] stress-ng-stream: do NOT submit any of these results to the STREAM benchmark results
stress-ng: info:  [384] stress-ng-stream: Using CPU cache size of 2048K
stress-ng: info:  [385] stress-ng-stream: memory rate: 301.28 MB/sec, 120.51 Mflop/sec (instance 1)
stress-ng: info:  [384] stress-ng-stream: memory rate: 299.42 MB/sec, 119.77 Mflop/sec (instance 0)
stress-ng: info:  [383] successful run completed in 60.44s (1 min, 0.44 secs)
stress-ng: info:  [383] stressor       bogo ops real time  usr time  sys time   bogo ops/s     bogo ops/s
stress-ng: info:  [383]                           (secs)    (secs)    (secs)   (real time) (usr+sys time)
stress-ng: info:  [383] stream              902     60.30    119.31      0.45        14.96           7.53
stress-ng: info:  [383] stream           300.35 memory rate (MB per sec) (average per stressor)
stress-ng: info:  [383] stream           120.14 memory rate (Mflop per sec) (average per stressor)
========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Starting stress-ng workload for 60 seconds...
Command: stress-ng --stream 2 --timeout 60s --metrics-brief


Stress-ng completed with exit code: 0
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 1200
Deadline misses: 1 (0.08%)
Execution time:
  Mean: 355.893 us
  Min: 128.464 us
  Max: 8427.616 us
Jitter:
  Mean: 2231.832 us
  Max: 6338.016 us
Response time:
  Mean: 2587.725 us
  Min: 1217.872 us
  Max: 10263.440 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 406316   3944  30720    0    0    17     5  212   24 74  6 20  0  0 1970-01-01 00:11:15
 2  0      0 379160   3944  32884    0    0     0     0  450   97 58 24 17  0  0 1970-01-01 00:11:16
 3  0      0 379160   3944  32884    0    0     0     0  515   31 100  0  0  0  0 1970-01-01 00:11:17
 2  0      0 379160   3944  32884    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:11:18
 2  0      0 379160   3944  32884    0    0     0   128  519   34 99  1  0  0  0 1970-01-01 00:11:19
 4  0      0 379160   3944  32884    0    0     0     0  507   20 100  0  0  0  0 1970-01-01 00:11:20
 2  0      0 379160   3944  32884    0    0     0     0  510   29 100  0  0  0  0 1970-01-01 00:11:21
 2  0      0 379160   3944  32884    0    0     0     0  510   18 100  0  0  0  0 1970-01-01 00:11:22
 2  0      0 379160   3944  32884    0    0     0     0  511   20 100  0  0  0  0 1970-01-01 00:11:23
 2  0      0 379160   3944  32884    0    0     0     0  506   21 99  1  0  0  0 1970-01-01 00:11:24
 2  0      0 379160   3944  32884    0    0     0    12  518   34 100  0  0  0  0 1970-01-01 00:11:25
 2  0      0 379160   3944  32884    0    0     0     0  509   18 100  0  0  0  0 1970-01-01 00:11:26
 2  0      0 379160   3944  32884    0    0     0     0  511   25 100  0  0  0  0 1970-01-01 00:11:27
 3  0      0 379160   3944  32884    0    0     0     0  503   23 100  0  0  0  0 1970-01-01 00:11:28
 2  0      0 379160   3944  32884    0    0     0     0  514   21 99  1  0  0  0 1970-01-01 00:11:29
 2  0      0 379160   3944  32884    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:11:30
 2  0      0 379160   3944  32884    0    0     0    12  518   37 100  0  0  0  0 1970-01-01 00:11:31
 2  0      0 379160   3944  32884    0    0     0    16  507   22 100  0  0  0  0 1970-01-01 00:11:32
 3  0      0 379160   3944  32884    0    0     0     0  505   24 100  1  0  0  0 1970-01-01 00:11:33
 3  0      0 379160   3944  32884    0    0     0     0  507   18 100  0  0  0  0 1970-01-01 00:11:34
 3  0      0 379160   3944  32884    0    0     0     0  505   20 100  0  0  0  0 1970-01-01 00:11:35
 2  0      0 379160   3944  32884    0    0     0     0  516   25 100  0  0  0  0 1970-01-01 00:11:36
 2  0      0 379160   3944  32884    0    0     0    12  517   37 99  1  0  0  0 1970-01-01 00:11:37
 3  0      0 379160   3944  32884    0    0     0     0  505   18 100  0  0  0  0 1970-01-01 00:11:38
 2  0      0 379160   3944  32884    0    0     0     0  508   20 99  1  0  0  0 1970-01-01 00:11:39
 2  0      0 379160   3944  32884    0    0     0     0  511   23 100  0  0  0  0 1970-01-01 00:11:40
 2  0      0 379160   3944  32884    0    0     0     0  507   20 100  0  0  0  0 1970-01-01 00:11:41
 2  0      0 379160   3944  32884    0    0     0     0  508   18 100  0  0  0  0 1970-01-01 00:11:42
