========================================
Stress-NG Workload (Synchronized)
========================================
Initializing shared memory...
Waiting for speedometer to register...
Found speedometer in shared memory!
Sending START command to speedometer...

Baseline mode (no stressors) for 60 seconds...

Baseline period completed.
Sending STOP command to speedometer...
Waiting for statistics from speedometer...

========== RECEIVED SPEEDOMETER STATISTICS ==========
Total cycles: 599
Deadline misses: 0 (0.00%)
Execution time:
  Mean: 223.216 us
  Min: 150.848 us
  Max: 1633.472 us
Jitter:
  Mean: 2242.152 us
  Max: 4569.440 us
Response time:
  Mean: 2465.369 us
  Min: 1282.672 us
  Max: 4828.720 us
====================================================

Stress workload terminated.
===VMSTAT_START===
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 401132  11204  28556    0    0   132     7   87   58  6 14 80  0  0
 1  0      0 401132  11204  28560    0    0     0     0   17   22  0  0 99  0  0
 1  0      0 401132  11204  28560    0    0     0     0   12   14  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   11   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0    84   23   27  0  1 99  1  0
 0  0      0 401132  11204  28560    0    0     0     0   17   14  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   18   19  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   19  0  0 100  0  0
 1  0      0 401132  11204  28560    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0    9   12  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   13   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   20   24  0  1 99  0  0
 0  0      0 401132  11204  28560    0    0     0     0   13   14  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   20   22  0  0 99  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   15  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0    16   20   19  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   14  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0    9   13  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   18   22  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   12   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   13   19  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   10   12  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   14   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   17  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   13   18  0  1 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   20  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   12   15  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   15  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   16   19  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0    8   10  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   17   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   16   18  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   12   13  0  0 100  0  0
 0  0      0 401132  11204  28560    0    0     0     0   15   17  0  0 100  0  0
